_step,reward/0,reward/1,reward/2,reward/3,reward/4,reward/5,reward/6,reward/7,reward/8,reward/9,reward/10,reward/11,reward/12,reward/13,reward/14,reward/15,reward/16,reward/17,reward/18,reward/19
7500,6.2953572273254395,7.5955328941345215,5.660272598266602,6.938783645629883,8.342113494873047,7.219440460205078,7.177872657775879,5.873922348022461,7.199635982513428,6.467580318450928,8.766257286071777,4.135721683502197,9.114563941955566,4.236680507659912,12.11583423614502,7.113244533538818,5.932582855224609,4.016037940979004,7.4069976806640625,4.697257995605469
8000,6.2953572273254395,7.5955328941345215,5.660272598266602,6.938783645629883,8.342113494873047,7.219440460205078,7.177872657775879,5.873922348022461,7.199635982513428,6.467580318450928,5.657811164855957,7.576190948486328,7.431228160858154,8.494869232177734,8.18425178527832,5.237779140472412,4.835574150085449,5.452998161315918,6.27116584777832,5.4098358154296875
8500,6.2953572273254395,7.5955328941345215,5.660272598266602,6.938783645629883,8.342113494873047,7.219440460205078,7.177872657775879,5.873922348022461,7.199635982513428,6.467580318450928,6.16166877746582,4.791812896728516,9.584413528442383,8.534595489501953,4.831421375274658,7.171957969665527,9.102482795715332,5.608213901519775,4.972654819488525,5.079509735107422
9000,6.2953572273254395,7.5955328941345215,5.660272598266602,6.938783645629883,8.342113494873047,7.219440460205078,7.177872657775879,5.873922348022461,7.199635982513428,6.467580318450928,8.399157524108887,4.381435394287109,7.924605369567871,6.859021186828613,9.984525680541992,11.598592758178711,4.890366077423096,7.764745712280273,6.701960563659668,4.346752166748047
9500,9.017134666442871,10.704866409301758,6.444614410400391,5.603438377380371,10.622213363647461,6.4866623878479,9.20573616027832,10.720271110534668,6.438239097595215,6.377121925354004,5.80272102355957,4.41082239151001,4.778479099273682,8.26628303527832,5.971095085144043,6.01602029800415,4.240562915802002,6.676468849182129,8.163966178894043,8.175503730773926
10000,5.063289642333984,6.55300760269165,6.340179443359375,7.957616329193115,5.6552276611328125,5.973664283752441,7.923590183258057,8.232099533081055,5.552056789398193,10.215703010559082,6.574774265289307,11.45254135131836,16.842819213867188,9.953442573547363,10.39127254486084,8.031021118164062,5.7376708984375,7.6306471824646,5.854860305786133,3.6813461780548096
10500,7.0418901443481445,4.276760578155518,7.389178276062012,7.743659496307373,9.270271301269531,8.543210983276367,6.978713035583496,4.913474082946777,5.274125099182129,6.050777435302734,8.817256927490234,6.1357951164245605,7.212442398071289,6.966512203216553,11.274169921875,6.931309700012207,9.811421394348145,3.707059144973755,5.549282073974609,10.493285179138184
11000,10.852828979492188,6.951505661010742,4.526322841644287,6.386260032653809,14.688109397888184,5.862951755523682,6.809436321258545,7.464241027832031,12.08614444732666,7.536572456359863,8.817256927490234,6.1357951164245605,7.212442398071289,6.966512203216553,11.274169921875,6.931309700012207,9.811421394348145,3.707059144973755,5.549282073974609,10.493285179138184
11500,4.70725679397583,4.270438194274902,7.680005073547363,4.814566135406494,8.71267032623291,6.318106651306152,6.835182189941406,6.405786991119385,6.109824180603027,5.509250164031982,6.533603668212891,6.613900184631348,11.442279815673828,6.465695858001709,8.530089378356934,10.099753379821777,11.490874290466309,8.230291366577148,7.046560764312744,6.476330757141113
12000,6.345130920410156,5.624893665313721,10.115818977355957,9.32907772064209,6.473888874053955,9.711560249328613,6.631443500518799,6.627604961395264,4.585770606994629,4.420864582061768,4.954847812652588,7.52484655380249,6.527960777282715,7.637473106384277,15.339095115661621,4.643741607666016,6.193087100982666,6.3719682693481445,5.291557312011719,6.106546401977539
12500,5.641042709350586,8.247596740722656,8.390871047973633,7.0848798751831055,12.23926830291748,4.9432830810546875,6.388290882110596,13.611404418945312,7.332647800445557,16.794939041137695,5.973091125488281,10.683199882507324,8.759394645690918,7.311623573303223,16.277021408081055,4.756062030792236,5.342282295227051,4.202342510223389,7.348954677581787,6.785336971282959
13000,6.9388556480407715,10.299043655395508,2.6808228492736816,5.451407432556152,8.477046012878418,11.612482070922852,3.879802703857422,5.9868268966674805,10.890938758850098,9.531562805175781,5.065536975860596,7.9046196937561035,10.329200744628906,5.750545024871826,5.926297664642334,10.464455604553223,3.976130247116089,4.750805854797363,4.047679901123047,6.529732704162598
13500,7.269385814666748,6.456544876098633,6.332846641540527,15.398468971252441,8.373212814331055,8.071037292480469,6.686727523803711,8.663728713989258,13.744016647338867,13.157154083251953,5.662813663482666,6.210373401641846,8.62314510345459,7.2798638343811035,4.670109272003174,10.484249114990234,4.426158905029297,8.971787452697754,12.343209266662598,5.116358757019043
14000,8.764857292175293,6.358476638793945,4.838009834289551,8.547791481018066,5.941873550415039,8.281163215637207,9.708454132080078,5.4869232177734375,13.150688171386719,16.2091064453125,6.2710676193237305,9.6314115524292,5.502586841583252,7.056976318359375,9.827386856079102,8.792378425598145,11.205748558044434,7.930438995361328,8.592560768127441,8.791102409362793
14500,7.285050392150879,7.062416076660156,2.349954843521118,8.511874198913574,10.818036079406738,8.215209007263184,13.446272850036621,5.445446968078613,7.153197288513184,13.619671821594238,11.117337226867676,7.720148086547852,9.848963737487793,6.874063014984131,10.064767837524414,5.519901275634766,6.2552103996276855,7.693644046783447,4.485443115234375,7.022243022918701
15000,9.222126007080078,9.143532752990723,7.063787937164307,9.01461124420166,10.349071502685547,11.671529769897461,5.668919086456299,8.006921768188477,7.811086654663086,6.680844306945801,9.833685874938965,12.510088920593262,7.238839149475098,7.028805732727051,9.592586517333984,6.616023540496826,5.616210460662842,6.907822132110596,7.070778846740723,7.106436729431152
15500,8.328030586242676,5.586629867553711,6.990987777709961,5.0904083251953125,8.21290397644043,11.883734703063965,8.795354843139648,7.412553310394287,9.653210639953613,16.27496337890625,7.0074076652526855,9.040361404418945,7.397527694702148,5.447659969329834,6.042782783508301,10.27518081665039,5.966567516326904,14.952265739440918,9.779120445251465,6.184896945953369
16000,11.210362434387207,10.06174087524414,5.452316761016846,5.223061561584473,7.579203128814697,13.019026756286621,5.417938709259033,12.355854034423828,9.353180885314941,21.63382339477539,8.135035514831543,5.22924280166626,12.336008071899414,9.345962524414062,15.163254737854004,5.936424255371094,8.54849910736084,7.580336570739746,5.185101509094238,9.006807327270508
16500,9.023637771606445,9.561631202697754,5.310204982757568,10.12158489227295,8.152767181396484,7.940528392791748,7.108598232269287,6.956176280975342,17.7536563873291,5.92680549621582,9.923373222351074,6.797968864440918,7.945249557495117,6.835042953491211,9.729796409606934,9.989827156066895,9.001693725585938,6.6688551902771,4.014068603515625,7.860894680023193
17000,8.754289627075195,10.407496452331543,13.410054206848145,8.890158653259277,6.522190570831299,8.120298385620117,12.685172080993652,9.974176406860352,9.594847679138184,10.010197639465332,7.194967269897461,8.973386764526367,10.098250389099121,6.696314811706543,11.274292945861816,5.922276496887207,8.08620834350586,9.240567207336426,12.396300315856934,9.143178939819336
17500,6.317620754241943,7.703780174255371,5.465739727020264,11.387325286865234,16.081836700439453,8.891983985900879,7.395981788635254,14.28288459777832,5.7083611488342285,11.703076362609863,9.009736061096191,7.600973129272461,10.682699203491211,9.232744216918945,10.560892105102539,7.2346601486206055,6.644568920135498,11.92008113861084,3.0129809379577637,8.196675300598145
18000,12.022627830505371,4.8035783767700195,7.227391719818115,8.349435806274414,4.92194938659668,18.258207321166992,13.737617492675781,8.148798942565918,13.340473175048828,15.448983192443848,13.244207382202148,7.305819988250732,10.16158390045166,8.654109001159668,14.40774917602539,9.607672691345215,6.377778053283691,14.43321418762207,5.9792304039001465,17.408344268798828
18500,15.177650451660156,8.243414878845215,7.971161365509033,6.464225769042969,13.899767875671387,5.824184894561768,8.046932220458984,10.118913650512695,13.062938690185547,13.724555969238281,11.527339935302734,9.45839786529541,12.53000545501709,6.143228530883789,19.417768478393555,8.0762939453125,7.368103504180908,13.525150299072266,7.025988578796387,7.119524002075195
19000,6.733940124511719,6.1672797203063965,9.541539192199707,6.787952423095703,9.51246452331543,8.289203643798828,17.934309005737305,10.615625381469727,17.973318099975586,12.269050598144531,15.322646141052246,12.135403633117676,7.7220330238342285,10.945223808288574,13.248858451843262,9.554443359375,6.831268310546875,6.632328510284424,9.84113883972168,7.7918500900268555
19500,13.290788650512695,8.336318969726562,7.887339115142822,7.007463455200195,14.34887981414795,13.433186531066895,10.505743980407715,6.831100940704346,25.72852897644043,7.696374416351318,6.601529121398926,5.638545989990234,11.265168190002441,7.624436378479004,12.69310474395752,9.54682445526123,10.110584259033203,7.736579418182373,7.733471393585205,9.950722694396973
20000,7.071928977966309,5.813295841217041,6.010659694671631,5.809202671051025,7.4677042961120605,10.412355422973633,13.398789405822754,9.253267288208008,6.569491386413574,6.9287428855896,11.374273300170898,5.44439172744751,11.230178833007812,13.464097023010254,13.203906059265137,7.81463623046875,10.19914722442627,10.441673278808594,12.779729843139648,7.486177921295166
20500,6.990285396575928,12.367785453796387,7.665741443634033,7.065574645996094,10.562475204467773,11.20149040222168,9.849122047424316,11.59254264831543,9.963595390319824,9.598007202148438,10.060924530029297,10.564518928527832,12.088708877563477,10.514042854309082,14.301506996154785,7.220946311950684,16.291690826416016,12.437384605407715,9.900415420532227,15.348241806030273
21000,9.560486793518066,7.2742719650268555,10.439926147460938,13.268918991088867,5.352481365203857,14.311323165893555,9.42177677154541,6.955507278442383,34.09718704223633,10.257038116455078,15.544526100158691,12.34225845336914,12.766318321228027,8.891212463378906,14.232596397399902,13.258286476135254,5.106381893157959,8.417396545410156,10.093945503234863,10.96170425415039
21500,11.27195930480957,7.447711944580078,11.50892448425293,11.211726188659668,9.087299346923828,17.795194625854492,15.608638763427734,9.54068660736084,20.31304931640625,7.738430023193359,13.287168502807617,8.60662841796875,15.848692893981934,11.8673095703125,22.614458084106445,8.472046852111816,10.777451515197754,15.549901962280273,5.345637798309326,11.62768840789795
22000,10.719621658325195,7.22032356262207,9.100160598754883,7.96065092086792,7.64921236038208,17.810604095458984,11.659314155578613,17.428207397460938,7.949995517730713,10.913215637207031,7.4824442863464355,4.289492607116699,13.145195960998535,9.03554916381836,19.617475509643555,11.234870910644531,12.71951675415039,10.387131690979004,6.636286735534668,11.071640014648438
22500,10.602988243103027,6.401052474975586,10.70116901397705,9.018341064453125,10.88369369506836,14.087931632995605,10.820317268371582,11.606720924377441,20.895071029663086,14.305551528930664,15.143867492675781,9.914305686950684,14.516860008239746,7.963735103607178,13.338313102722168,7.579830169677734,12.971174240112305,8.043450355529785,5.401339054107666,12.632415771484375
23000,10.852479934692383,12.199102401733398,8.67098617553711,9.57050895690918,9.905226707458496,11.930930137634277,11.8883056640625,13.440594673156738,22.04925537109375,14.689567565917969,11.2046537399292,8.762680053710938,16.218618392944336,7.144866943359375,6.094533443450928,11.332127571105957,9.072186470031738,12.122915267944336,8.614819526672363,10.22953987121582
23500,16.393117904663086,10.636953353881836,11.38142204284668,8.768675804138184,11.61214828491211,16.442821502685547,15.441693305969238,12.808056831359863,11.457491874694824,18.819652557373047,11.799870491027832,16.622732162475586,8.004194259643555,6.509632110595703,18.50371551513672,12.567572593688965,9.611760139465332,12.425647735595703,11.38669490814209,10.559585571289062
24000,11.124258995056152,6.4800310134887695,7.488105297088623,8.348374366760254,8.159673690795898,13.635627746582031,17.614736557006836,8.20036506652832,6.809892654418945,12.169429779052734,15.13498592376709,13.589619636535645,7.300992012023926,10.332624435424805,15.554813385009766,7.9907002449035645,21.833524703979492,12.932887077331543,8.456083297729492,11.185592651367188
24500,10.164265632629395,11.619046211242676,7.349527835845947,9.609367370605469,12.37430191040039,11.172002792358398,11.42796516418457,13.695133209228516,23.4570369720459,11.312535285949707,10.987732887268066,7.7807440757751465,11.371335983276367,10.20797061920166,19.757455825805664,12.47400188446045,24.293424606323242,10.102651596069336,8.557413101196289,19.98213768005371
25000,16.510629653930664,12.801923751831055,9.058886528015137,7.794772624969482,12.32327651977539,26.133342742919922,9.118152618408203,22.461366653442383,27.47766876220703,12.00697135925293,12.456850051879883,14.37533187866211,13.185099601745605,12.693902969360352,15.839000701904297,10.729320526123047,8.372421264648438,10.487834930419922,8.118586540222168,15.188896179199219
25500,17.54540252685547,8.317553520202637,13.430869102478027,11.697896003723145,11.961071968078613,16.371030807495117,18.273134231567383,14.342607498168945,10.274868965148926,21.933027267456055,18.026966094970703,16.291555404663086,14.386022567749023,14.990571975708008,14.185320854187012,16.49225616455078,8.107501029968262,18.948143005371094,15.070380210876465,12.993114471435547
26000,10.668301582336426,22.031312942504883,8.826835632324219,17.75936508178711,13.250194549560547,11.025874137878418,17.016218185424805,14.169102668762207,11.104362487792969,18.05999755859375,11.585561752319336,12.364089965820312,21.502649307250977,10.914408683776855,16.278606414794922,14.538813591003418,19.378557205200195,14.799118995666504,8.563444137573242,11.480897903442383
26500,21.648731231689453,11.3528413772583,10.949836730957031,12.855709075927734,10.630481719970703,10.902156829833984,17.78753662109375,16.78056526184082,15.144193649291992,15.172086715698242,13.34216594696045,13.102209091186523,22.575170516967773,16.355182647705078,14.174650192260742,17.014123916625977,19.611013412475586,11.941073417663574,11.85706901550293,17.098453521728516
27000,16.265275955200195,22.149765014648438,8.142186164855957,10.219715118408203,8.165685653686523,18.206214904785156,13.364432334899902,12.646029472351074,24.684656143188477,19.332937240600586,12.001824378967285,12.90455436706543,20.958934783935547,16.14618682861328,16.21042823791504,12.319998741149902,15.012874603271484,12.455761909484863,12.733049392700195,9.180025100708008
27500,17.437936782836914,12.630044937133789,9.428874969482422,13.644535064697266,18.552053451538086,14.044073104858398,20.41877555847168,16.676204681396484,15.351472854614258,14.448209762573242,12.383418083190918,7.569077968597412,21.52094841003418,11.117169380187988,10.732600212097168,21.275209426879883,30.096555709838867,11.829742431640625,7.797303199768066,14.414402961730957
28000,18.34502601623535,14.231545448303223,7.743705749511719,6.948026180267334,7.879392147064209,16.253393173217773,11.031265258789062,8.591377258300781,20.478803634643555,25.21009635925293,9.361806869506836,19.54041290283203,12.616080284118652,17.991371154785156,22.873926162719727,6.395097255706787,13.469030380249023,10.839945793151855,6.618687629699707,11.111183166503906
28500,12.925732612609863,12.383010864257812,8.38880729675293,11.105993270874023,9.829212188720703,20.54180908203125,13.287718772888184,18.697546005249023,12.259891510009766,11.399374961853027,18.548967361450195,9.477134704589844,16.182893753051758,12.49457836151123,21.64584732055664,11.0939302444458,20.433935165405273,18.746116638183594,8.663490295410156,18.182336807250977
29000,14.6559419631958,10.474952697753906,12.983325958251953,12.647202491760254,17.337556838989258,23.298376083374023,19.58613395690918,13.433975219726562,19.977142333984375,18.881345748901367,18.291088104248047,11.523207664489746,17.26018714904785,13.369831085205078,17.295682907104492,15.532327651977539,18.503631591796875,10.93052864074707,12.68818187713623,10.86210823059082
29500,20.062503814697266,25.813955307006836,10.709870338439941,11.564146041870117,14.426944732666016,18.640363693237305,10.923473358154297,18.23366355895996,20.027286529541016,10.192221641540527,11.794559478759766,17.906333923339844,18.093368530273438,19.113685607910156,13.731889724731445,6.536848068237305,6.165167808532715,28.425071716308594,8.024906158447266,14.418548583984375
30000,16.382871627807617,20.748106002807617,9.253395080566406,19.591672897338867,14.453539848327637,20.116003036499023,15.238219261169434,16.78077507019043,27.42915916442871,17.525192260742188,19.970306396484375,13.853364944458008,27.679603576660156,14.729249000549316,19.62313461303711,22.488872528076172,20.94327735900879,4.321933746337891,15.89406681060791,10.604019165039062
30500,14.302114486694336,15.261487007141113,13.90379524230957,21.518552780151367,12.120736122131348,20.222436904907227,25.435203552246094,7.379893779754639,26.172748565673828,17.97858238220215,10.493420600891113,20.359920501708984,8.613182067871094,13.349674224853516,15.269105911254883,9.54711627960205,14.655519485473633,27.95006561279297,15.715980529785156,13.53868579864502
31000,22.25296974182129,22.095699310302734,12.329863548278809,12.559840202331543,18.257844924926758,4.463088512420654,20.226882934570312,14.873143196105957,22.097124099731445,9.936017036437988,16.923137664794922,15.886521339416504,22.53700065612793,9.166487693786621,13.801685333251953,27.180410385131836,18.33841896057129,20.11798667907715,11.990907669067383,18.957433700561523
31500,12.775440216064453,14.461844444274902,23.727622985839844,18.5070743560791,23.08036994934082,9.796819686889648,21.685762405395508,15.648036003112793,30.321866989135742,20.885223388671875,19.96912956237793,18.013465881347656,30.07847023010254,14.024796485900879,21.637035369873047,10.430904388427734,24.434444427490234,23.486488342285156,14.027505874633789,15.381684303283691
32000,19.40130043029785,13.621572494506836,13.361442565917969,18.39676856994629,11.77462100982666,18.78860855102539,26.452287673950195,16.804216384887695,30.301963806152344,11.26888370513916,27.34278106689453,18.479816436767578,11.520503044128418,18.47162628173828,13.651180267333984,7.774070739746094,19.21015167236328,16.673097610473633,15.321664810180664,11.30258560180664
32500,16.976207733154297,7.858288288116455,23.410985946655273,5.8479695320129395,17.66801643371582,19.85559844970703,17.033559799194336,19.05671501159668,31.569171905517578,16.21576499938965,26.056703567504883,19.025501251220703,22.12718391418457,13.628735542297363,19.10915184020996,11.795279502868652,17.91345977783203,23.963417053222656,9.72126293182373,8.273171424865723
33000,16.659730911254883,17.357873916625977,14.621813774108887,6.16721773147583,17.3957576751709,24.968730926513672,19.035612106323242,16.75505828857422,13.93356990814209,18.135814666748047,23.813308715820312,13.884054183959961,20.64597511291504,17.140117645263672,20.191513061523438,10.834732055664062,24.087139129638672,22.41313934326172,11.769478797912598,21.129684448242188
33500,16.544048309326172,15.691210746765137,20.015226364135742,5.1601057052612305,15.30699348449707,17.4184513092041,16.21006965637207,13.896682739257812,23.429655075073242,20.57415771484375,19.79401969909668,15.75639533996582,23.53713035583496,21.471607208251953,25.784086227416992,24.60999298095703,28.891826629638672,4.117037296295166,15.738415718078613,16.41979217529297
34000,18.44179344177246,19.375864028930664,20.022645950317383,15.418776512145996,15.05075740814209,17.463380813598633,19.694896697998047,19.113359451293945,25.34926986694336,21.4960880279541,17.369281768798828,20.86429786682129,14.38899040222168,15.594366073608398,19.88243293762207,22.698720932006836,28.07639503479004,25.410781860351562,8.272058486938477,16.828046798706055
34500,17.585371017456055,13.99111270904541,13.644370079040527,10.055292129516602,23.543487548828125,18.88140869140625,26.2304744720459,9.088272094726562,20.94563102722168,23.335174560546875,25.26300621032715,16.35207748413086,12.241334915161133,22.60042953491211,18.994735717773438,24.228450775146484,26.626176834106445,23.51991081237793,9.362387657165527,21.692947387695312
35000,8.557870864868164,18.835416793823242,19.49957847595215,6.7492475509643555,21.16874885559082,22.707666397094727,26.91180992126465,16.484371185302734,21.767881393432617,19.3436336517334,17.34441566467285,25.24750518798828,22.345455169677734,27.614145278930664,26.327144622802734,22.132112503051758,30.12580108642578,4.155055522918701,15.874751091003418,18.62652015686035
35500,15.758049011230469,16.33016586303711,11.476407051086426,19.627038955688477,25.153047561645508,17.903244018554688,23.07587242126465,17.88949966430664,10.26195240020752,19.38206672668457,29.598018646240234,20.043624877929688,24.974851608276367,19.812021255493164,19.07643699645996,26.1693172454834,29.641876220703125,19.34008026123047,17.33839988708496,9.311142921447754
36000,15.758049011230469,16.33016586303711,11.476407051086426,19.627038955688477,25.153047561645508,17.903244018554688,23.07587242126465,17.88949966430664,10.26195240020752,19.38206672668457,30.9729061126709,14.358505249023438,17.180578231811523,20.616933822631836,32.45295715332031,25.087724685668945,17.135658264160156,13.882898330688477,6.889379978179932,15.387105941772461
36500,20.33281135559082,19.420392990112305,12.633315086364746,14.868593215942383,25.6713809967041,19.614696502685547,31.322948455810547,22.70836067199707,21.093074798583984,29.836854934692383,24.94939422607422,20.15294647216797,23.216581344604492,18.566692352294922,28.76442527770996,25.057525634765625,22.50355339050293,19.762332916259766,13.608556747436523,14.241809844970703
37000,18.16301155090332,15.840703964233398,12.380776405334473,24.37368392944336,25.976882934570312,23.16742515563965,25.761743545532227,27.1622314453125,23.306440353393555,22.505043029785156,28.584138870239258,17.345264434814453,26.34438705444336,23.976119995117188,23.250469207763672,11.962733268737793,31.12894630432129,18.2051944732666,19.848419189453125,14.414825439453125
37500,24.226337432861328,12.034658432006836,13.611666679382324,17.542198181152344,23.226675033569336,30.802616119384766,29.381258010864258,23.563386917114258,22.637466430664062,27.177820205688477,19.93136215209961,22.64544105529785,22.58009147644043,26.244441986083984,24.44169807434082,21.82588768005371,31.96367835998535,28.27092933654785,17.294504165649414,19.70160484313965
38000,14.337471961975098,19.834156036376953,30.461807250976562,13.427017211914062,25.521060943603516,15.552729606628418,22.81062126159668,18.461193084716797,22.901628494262695,27.872995376586914,19.93136215209961,22.64544105529785,22.58009147644043,26.244441986083984,24.44169807434082,21.82588768005371,31.96367835998535,28.27092933654785,17.294504165649414,19.70160484313965
38500,8.87035846710205,19.07275390625,18.422344207763672,21.439971923828125,9.071769714355469,24.56305694580078,12.991601943969727,18.436853408813477,21.306264877319336,19.290206909179688,24.170358657836914,17.832229614257812,23.424028396606445,24.153493881225586,29.011558532714844,27.742990493774414,31.720203399658203,27.757415771484375,15.596967697143555,15.921977043151855
39000,13.812899589538574,17.494352340698242,8.729353904724121,18.203636169433594,17.58683204650879,28.3576602935791,30.082958221435547,21.58400535583496,24.472318649291992,21.635732650756836,27.04206657409668,18.209341049194336,25.170698165893555,30.221277236938477,29.34601593017578,22.583547592163086,23.459659576416016,30.33591079711914,16.75913429260254,22.68680191040039
39500,24.56651496887207,17.376127243041992,21.56372833251953,19.83966064453125,24.18949317932129,21.70523452758789,25.484161376953125,24.975337982177734,28.650699615478516,30.596101760864258,24.70063591003418,19.770551681518555,25.6649169921875,20.282747268676758,26.009544372558594,19.037372589111328,30.383535385131836,25.06979751586914,24.181678771972656,15.121048927307129
40000,18.8093204498291,21.501951217651367,16.52099609375,15.956792831420898,24.91014289855957,23.52040672302246,23.704668045043945,16.199005126953125,34.45869827270508,25.27845001220703,23.904865264892578,15.033238410949707,28.01841163635254,34.749366760253906,33.04316329956055,21.591938018798828,31.266000747680664,24.368852615356445,18.263338088989258,19.441431045532227
40500,23.140697479248047,17.184772491455078,17.776647567749023,20.67837142944336,26.041927337646484,17.83622169494629,24.446853637695312,19.35714340209961,22.699901580810547,23.709766387939453,30.514841079711914,19.005966186523438,25.80356216430664,22.080604553222656,25.410480499267578,29.736621856689453,25.397245407104492,26.01094627380371,18.51036834716797,19.316375732421875
41000,22.919647216796875,30.077611923217773,20.6782169342041,26.874353408813477,18.670528411865234,23.434154510498047,26.708621978759766,25.736923217773438,32.92433166503906,26.387332916259766,27.396495819091797,29.977638244628906,26.6788387298584,29.212984085083008,26.006807327270508,28.88408660888672,24.12627410888672,27.017826080322266,17.106348037719727,23.3725643157959
41500,20.603437423706055,20.040298461914062,23.001089096069336,29.832447052001953,14.674175262451172,19.24587631225586,30.330551147460938,21.72970199584961,25.279888153076172,27.00253677368164,25.08851432800293,10.592447280883789,25.15772819519043,18.55247688293457,36.79654312133789,31.69502067565918,32.65542221069336,27.397050857543945,15.630123138427734,15.6986722946167
42000,20.603437423706055,20.040298461914062,23.001089096069336,29.832447052001953,14.674175262451172,19.24587631225586,30.330551147460938,21.72970199584961,25.279888153076172,27.00253677368164,27.704219818115234,22.667245864868164,34.0264778137207,31.131011962890625,19.773040771484375,19.22652244567871,32.3386344909668,24.450708389282227,19.091049194335938,19.936729431152344
