_step,reward/0,reward/1,reward/2,reward/3,reward/4,reward/5,reward/6,reward/7,reward/8,reward/9
500,7.981954097747803,6.301929950714111,10.45003890991211,13.792149543762207,10.37440013885498,16.815874099731445,8.604673385620117,4.702888011932373,6.678031921386719,4.097773551940918
1000,10.983695983886719,6.215394496917725,8.356425285339355,6.6005425453186035,12.039570808410645,6.17431640625,3.8570258617401123,15.582106590270996,11.056493759155273,14.047611236572266
1500,6.962741851806641,16.334680557250977,9.723299980163574,21.4569034576416,14.070494651794434,4.675464153289795,5.711986541748047,5.664012432098389,11.136123657226562,6.301955223083496
2000,4.161846160888672,10.958917617797852,24.03026580810547,4.239858627319336,14.284838676452637,4.573361873626709,12.644648551940918,14.282073020935059,5.665281295776367,7.23947286605835
2500,21.174684524536133,11.76795482635498,6.370250701904297,4.3430280685424805,14.25669002532959,10.93271541595459,19.30876922607422,5.026299476623535,5.677905082702637,17.745386123657227
3000,13.39421272277832,13.790595054626465,4.853647232055664,5.226789951324463,4.389532566070557,4.1389479637146,11.045626640319824,5.198067665100098,6.410189151763916,12.42420482635498
3500,9.043181419372559,10.105643272399902,11.513272285461426,13.785845756530762,9.615220069885254,5.137960433959961,4.647028923034668,12.50607967376709,7.26186990737915,8.302584648132324
4000,9.234918594360352,7.452513217926025,8.048575401306152,6.5048136711120605,3.935842990875244,10.0620698928833,4.248311519622803,9.290237426757812,6.307745933532715,5.5447587966918945
4500,4.76584529876709,5.856741428375244,9.694662094116211,4.4970703125,17.71670150756836,9.03359317779541,6.095795631408691,5.563379287719727,9.48681640625,7.341158390045166
5000,6.571567535400391,5.71082067489624,6.0884928703308105,4.586209774017334,6.562398433685303,6.827869892120361,4.050593852996826,9.916854858398438,9.067534446716309,5.122753143310547
5500,10.446744918823242,13.232388496398926,10.520285606384277,26.064651489257812,18.59011459350586,11.94550895690918,18.409116744995117,13.483366012573242,10.454702377319336,6.486891269683838
6000,5.275997638702393,7.791956901550293,3.5769402980804443,7.359415531158447,8.110118865966797,6.551684856414795,4.931929111480713,7.369636058807373,8.282264709472656,4.698311805725098
6500,31.62711524963379,11.228017807006836,5.118140697479248,6.833584785461426,6.963197708129883,16.841564178466797,11.02713394165039,11.535154342651367,5.053220272064209,5.859342098236084
7000,6.934134483337402,8.039597511291504,8.323909759521484,15.87691593170166,16.214000701904297,7.508877277374268,5.523711204528809,10.538969993591309,11.098340034484863,6.9742817878723145
7500,6.952425479888916,7.110735893249512,20.180049896240234,18.07786750793457,9.012846946716309,6.541738510131836,10.675288200378418,9.424847602844238,9.987422943115234,8.554182052612305
8000,14.329907417297363,17.305561065673828,12.456686019897461,4.819256782531738,7.775659084320068,8.402798652648926,9.999855995178223,9.86511516571045,6.725576400756836,4.592780113220215
8500,6.447288990020752,13.636249542236328,6.584832191467285,18.53830909729004,5.0127034187316895,9.534564971923828,7.625546932220459,14.40169906616211,6.331302642822266,8.818700790405273
9000,14.130349159240723,11.607246398925781,21.844791412353516,14.458537101745605,6.925532341003418,11.511038780212402,11.461044311523438,9.520005226135254,14.406577110290527,10.098889350891113
9500,12.092188835144043,4.96520471572876,6.7933454513549805,15.925943374633789,6.456057548522949,17.91518783569336,17.69473648071289,5.387365818023682,17.584197998046875,5.491708755493164
10000,6.879465103149414,31.063905715942383,7.622049331665039,26.11659049987793,10.28994369506836,12.838193893432617,15.888045310974121,17.42203712463379,8.593474388122559,9.033658981323242
10500,7.199971675872803,16.990060806274414,8.996461868286133,10.647246360778809,11.618706703186035,7.729444980621338,14.288228034973145,16.61796760559082,12.290919303894043,9.72253131866455
11000,12.154451370239258,7.566786766052246,15.930420875549316,15.047012329101562,24.583473205566406,8.130709648132324,10.880309104919434,15.27103042602539,8.118403434753418,12.78280258178711
11500,7.620893955230713,9.24062728881836,13.072903633117676,25.686111450195312,16.99118995666504,10.6251802444458,17.557476043701172,7.857845306396484,12.27994441986084,12.53909969329834
12000,9.767048835754395,7.052907943725586,13.24560546875,9.269426345825195,13.915850639343262,15.05579948425293,7.034792900085449,8.809986114501953,16.268033981323242,9.909647941589355
12500,20.282852172851562,21.31891632080078,6.6973419189453125,21.982019424438477,11.449664115905762,5.752082824707031,6.136760711669922,11.395984649658203,20.84410285949707,46.333961486816406
13000,18.48051643371582,9.275930404663086,11.333635330200195,14.872671127319336,10.041431427001953,16.21273422241211,11.355386734008789,7.557849884033203,13.697803497314453,9.888792037963867
13500,16.115413665771484,20.90695571899414,6.2923502922058105,22.508556365966797,10.415660858154297,17.26597023010254,17.82402992248535,13.726644515991211,16.930707931518555,9.983695030212402
14000,11.96578598022461,22.66594123840332,15.20855712890625,7.677088737487793,8.238296508789062,9.939696311950684,6.458115577697754,7.505105972290039,14.694820404052734,12.355963706970215
14500,12.788215637207031,14.506977081298828,19.204282760620117,24.656171798706055,18.957805633544922,10.65883731842041,21.328432083129883,16.124052047729492,7.572518825531006,12.65415096282959
15000,6.898348331451416,10.1341552734375,8.924644470214844,15.283276557922363,17.58045768737793,14.182833671569824,4.325437068939209,13.055217742919922,12.258163452148438,9.215063095092773
15500,10.443358421325684,21.074979782104492,12.848106384277344,14.327110290527344,12.768400192260742,23.389493942260742,15.242415428161621,9.389081001281738,12.743156433105469,18.64620590209961
16000,6.651707649230957,12.704876899719238,9.005009651184082,15.71146297454834,18.49882698059082,9.825222969055176,4.807473182678223,12.628706932067871,9.908198356628418,13.021947860717773
16500,9.359909057617188,14.677490234375,6.412075996398926,13.202226638793945,13.978047370910645,11.677850723266602,8.000505447387695,29.308134078979492,14.225818634033203,10.506791114807129
17000,12.893163681030273,11.56080150604248,13.118800163269043,14.04155158996582,10.336227416992188,14.584816932678223,3.3723959922790527,16.946697235107422,9.774641036987305,23.041452407836914
17500,24.620622634887695,10.617618560791016,8.879755973815918,14.795774459838867,26.381467819213867,24.891490936279297,13.486412048339844,20.017107009887695,16.12859344482422,7.682068347930908
18000,13.490264892578125,6.87348747253418,19.60710334777832,15.104242324829102,20.595354080200195,19.283788681030273,9.162670135498047,13.876824378967285,23.18272590637207,16.67335319519043
18500,11.873575210571289,21.210329055786133,23.174213409423828,17.47957992553711,16.97614288330078,28.504878997802734,4.36650276184082,22.090431213378906,6.230794429779053,15.653109550476074
19000,31.719900131225586,23.104454040527344,24.888521194458008,20.672822952270508,18.495203018188477,27.589529037475586,6.798965930938721,11.653304100036621,10.827816009521484,12.774696350097656
19500,20.499300003051758,12.670231819152832,7.842894554138184,14.700074195861816,14.994428634643555,16.445117950439453,18.220266342163086,19.612009048461914,18.913148880004883,8.159823417663574
20000,30.772268295288086,31.936336517333984,15.679093360900879,14.294650077819824,25.303192138671875,23.415639877319336,14.284843444824219,20.054969787597656,23.417078018188477,7.637557029724121
20500,17.908246994018555,33.5560417175293,21.126127243041992,17.537412643432617,17.167686462402344,14.702985763549805,11.435735702514648,16.394140243530273,12.175216674804688,14.597878456115723
21000,12.06271743774414,19.58149528503418,16.38394546508789,18.51458168029785,18.60173988342285,21.433326721191406,15.339373588562012,17.572364807128906,11.266511917114258,11.627557754516602
21500,31.41204261779785,13.777397155761719,13.04793930053711,13.915501594543457,20.07611656188965,15.286046981811523,5.337939262390137,26.413246154785156,19.54011344909668,31.19700050354004
22000,17.339744567871094,13.839683532714844,14.80856990814209,34.52688217163086,28.17770004272461,20.14581298828125,23.960336685180664,23.283061981201172,11.872845649719238,14.003580093383789
22500,13.263696670532227,16.399944305419922,17.718669891357422,25.030797958374023,29.454544067382812,32.57096481323242,15.161873817443848,25.234071731567383,14.665349006652832,33.69170379638672
23000,14.51966381072998,40.38429641723633,14.565173149108887,25.013582229614258,19.254179000854492,28.163305282592773,12.550910949707031,16.296184539794922,15.447550773620605,17.567977905273438
23500,20.780155181884766,17.42974281311035,19.49005126953125,29.65932273864746,21.28063201904297,16.338136672973633,23.371484756469727,26.053619384765625,25.616060256958008,14.660028457641602
24000,22.847747802734375,21.793258666992188,21.125774383544922,25.69710350036621,20.46794891357422,19.562450408935547,11.938004493713379,25.090787887573242,14.35345458984375,33.83068084716797
24500,41.42152404785156,27.472354888916016,19.752187728881836,16.306880950927734,19.917186737060547,21.912914276123047,10.1876220703125,18.25371551513672,18.903059005737305,13.537565231323242
25000,25.299983978271484,14.82573127746582,21.913042068481445,26.658931732177734,30.921085357666016,19.249937057495117,24.50430679321289,33.351966857910156,33.01890563964844,24.004898071289062
