_step,reward/0,reward/1,reward/2,reward/3,reward/4,reward/5,reward/6,reward/7,reward/8,reward/9
500,2.2106025218963623,9.492390632629395,10.282877922058105,3.6524956226348877,6.294895172119141,5.157674789428711,0.6660616397857666,3.869345188140869,5.630068302154541,6.378043174743652
1000,1.8353286981582642,6.7582197189331055,8.434370040893555,6.303068161010742,10.126895904541016,8.591901779174805,4.979073524475098,6.116237163543701,0.6187875270843506,6.705249309539795
1500,6.858389854431152,4.236471652984619,4.58606481552124,10.43679428100586,10.55759048461914,5.4074249267578125,5.285896301269531,5.1571149826049805,4.326581001281738,12.485154151916504
2000,5.049755096435547,6.787799835205078,9.439857482910156,11.600617408752441,1.2530349493026733,4.447761535644531,1.2104331254959106,9.2361421585083,9.572766304016113,2.7644574642181396
2500,5.10835075378418,0.5824090242385864,4.491905212402344,4.6922736167907715,2.826735496520996,3.4219987392425537,4.132502555847168,9.441323280334473,11.623210906982422,4.572197437286377
3000,1.5215078592300415,9.92005729675293,3.7552287578582764,5.198272228240967,4.729572296142578,4.346437931060791,1.8705309629440308,4.711965084075928,6.506855010986328,16.05630111694336
3500,8.445777893066406,7.520870208740234,3.5190787315368652,6.478699684143066,6.523251533508301,1.3047707080841064,3.0820412635803223,0.6866831183433533,8.550800323486328,5.9692912101745605
4000,0.6966992020606995,8.683013916015625,1.4205459356307983,6.6760172843933105,4.533381462097168,1.9455993175506592,5.540511131286621,5.991084575653076,4.676514625549316,10.435606002807617
4500,5.508910179138184,3.7126169204711914,7.5317816734313965,0.8143457174301147,4.211075305938721,10.309639930725098,4.63686466217041,6.679086208343506,1.1178333759307861,2.196444272994995
5000,5.291446685791016,3.303466558456421,8.386194229125977,6.671710968017578,4.021231651306152,0.6897068619728088,0.4837813973426819,1.4041026830673218,3.853713035583496,3.276636838912964
5500,8.71192455291748,3.5980658531188965,8.854432106018066,5.9872965812683105,3.774470806121826,1.4916417598724365,5.281729698181152,4.779698371887207,5.428537845611572,8.598523139953613
6000,7.188172817230225,8.444184303283691,2.365788459777832,1.8329135179519653,6.494494438171387,3.430229425430298,1.320935845375061,9.987916946411133,2.83506441116333,2.6564409732818604
6500,11.380781173706055,4.431881904602051,8.920549392700195,4.746367931365967,2.3562257289886475,5.391127586364746,8.525322914123535,2.905660629272461,4.777976036071777,8.580301284790039
7000,1.310394525527954,4.013106822967529,4.539371013641357,9.723950386047363,3.7945775985717773,0.7267271280288696,3.1521096229553223,4.19506311416626,8.033074378967285,5.54252290725708
7500,6.700175762176514,3.1936285495758057,3.8013999462127686,5.758185863494873,1.3556758165359497,1.830320954322815,10.127163887023926,4.093112468719482,6.002505302429199,5.218047142028809
8000,3.234907865524292,1.131351113319397,9.891997337341309,11.611613273620605,7.86884069442749,10.643036842346191,6.310829162597656,11.115478515625,1.833156943321228,2.8274266719818115
8500,9.908515930175781,3.065244674682617,3.338186025619507,2.4557671546936035,4.9137983322143555,2.1935300827026367,0.3660283088684082,0.8996105194091797,6.233481407165527,8.166584968566895
9000,3.746372699737549,11.421403884887695,7.475422382354736,7.805901527404785,3.7991042137145996,0.7577468752861023,1.8244668245315552,3.9356000423431396,9.341756820678711,0.9687952995300293
9500,10.009065628051758,2.6182496547698975,5.650083541870117,5.554602146148682,6.303051948547363,4.072760581970215,10.350235939025879,2.5147902965545654,5.35407829284668,9.73901081085205
10000,11.193243026733398,6.147942066192627,1.5904752016067505,1.541701078414917,3.133554458618164,6.934375286102295,5.164903163909912,2.6714794635772705,6.811101913452148,2.774376392364502
10500,1.6673742532730103,7.029074668884277,2.5791800022125244,1.4068037271499634,5.036413192749023,5.963380813598633,2.3134121894836426,3.3676047325134277,11.31058120727539,7.131331443786621
11000,8.23774528503418,10.432302474975586,0.9494374394416809,7.7724528312683105,1.4787060022354126,7.124573230743408,6.108034133911133,11.02053165435791,7.978448390960693,9.020418167114258
11500,6.89091682434082,5.066423416137695,1.9688864946365356,10.292932510375977,4.923216342926025,4.896785259246826,10.751457214355469,1.1522655487060547,0.39852070808410645,0.542975664138794
12000,2.911926507949829,5.581145763397217,10.409036636352539,3.6368887424468994,10.015786170959473,0.9159014225006104,4.023877143859863,6.1418890953063965,1.4689432382583618,0.007122865412384272
12500,2.396658420562744,2.266091823577881,2.1662678718566895,19.494319915771484,3.0823419094085693,6.286444664001465,9.677721977233887,4.874938488006592,0.8931570053100586,7.395589351654053
13000,6.1683197021484375,4.622940540313721,8.469210624694824,3.3436152935028076,2.203315019607544,5.146742820739746,0.9579103589057922,1.6171085834503174,2.2946224212646484,4.5011820793151855
13500,0.15256409347057343,8.959766387939453,0.3000822961330414,2.462773561477661,10.043697357177734,9.825593948364258,3.4468748569488525,0.2648959755897522,4.322127819061279,8.640369415283203
14000,3.8189918994903564,4.662411689758301,8.391642570495605,3.5037198066711426,4.475001811981201,4.764840126037598,4.316055774688721,8.341791152954102,4.626155853271484,10.042930603027344
14500,5.569935321807861,10.748468399047852,4.978963851928711,6.321507453918457,0.07998763769865036,5.4731926918029785,2.633711338043213,3.9821434020996094,3.7814300060272217,11.348856925964355
15000,8.15766716003418,3.8389344215393066,2.2286055088043213,0.16188426315784454,5.786818981170654,5.135132312774658,5.930883407592773,4.980164051055908,10.810670852661133,9.797728538513184
15500,6.930108547210693,6.718430995941162,1.240776777267456,2.5814049243927,0.5982666015625,3.392254114151001,3.8001749515533447,10.66952133178711,10.107519149780273,5.686750411987305
16000,6.068580627441406,6.499532222747803,0.7553852200508118,3.6848504543304443,6.470931529998779,8.234490394592285,5.544250011444092,3.867368459701538,0.10223197937011719,3.5103628635406494
16500,4.141936302185059,5.0173468589782715,10.201568603515625,7.404897689819336,7.89408540725708,0.5124179124832153,7.509205341339111,2.0481081008911133,0.7222346663475037,7.125018119812012
17000,5.543252468109131,1.749261736869812,5.008172988891602,3.604271173477173,11.286883354187012,1.607251524925232,6.098875999450684,7.609678268432617,3.448237180709839,9.669936180114746
17500,4.371375560760498,7.005247592926025,3.00545597076416,10.726025581359863,8.070684432983398,10.066226959228516,2.902674913406372,6.421061992645264,2.1181271076202393,6.49637508392334
18000,10.580159187316895,2.934758186340332,8.579656600952148,1.5659033060073853,6.917404651641846,1.359179973602295,9.127482414245605,5.308029651641846,2.860473871231079,3.2755818367004395
18500,8.497950553894043,0.6453386545181274,9.90277099609375,3.762420892715454,5.7815375328063965,5.538196086883545,9.43001937866211,9.77495002746582,4.199193000793457,4.449122428894043
19000,9.882330894470215,9.126142501831055,8.869070053100586,3.7310562133789062,4.6136298179626465,6.440690517425537,4.477540969848633,6.596473693847656,6.623668670654297,11.232276916503906
19500,4.920634746551514,8.533072471618652,6.2904744148254395,10.096572875976562,6.206233501434326,3.2704896926879883,4.273380279541016,3.1103832721710205,6.808901786804199,3.6520094871520996
20000,6.2197957038879395,1.9090721607208252,2.731391191482544,10.646510124206543,10.886585235595703,9.867722511291504,1.8897769451141357,5.8476881980896,0.8923722505569458,10.730236053466797
20500,2.469053030014038,1.169000506401062,6.603911876678467,2.7328970432281494,3.7306833267211914,2.9687321186065674,1.6022390127182007,5.286848068237305,5.6412224769592285,2.2302026748657227
21000,6.165392875671387,1.757054090499878,8.653081893920898,7.3462018966674805,1.1116459369659424,4.000821590423584,3.4750680923461914,7.088625431060791,6.100683689117432,4.283649444580078
21500,5.9396538734436035,3.063204765319824,4.4314374923706055,2.5714406967163086,11.0653076171875,9.547572135925293,10.304638862609863,3.609961986541748,10.218491554260254,3.2911479473114014
22000,5.333116054534912,4.798803806304932,9.000679016113281,4.226072788238525,0.37392139434814453,7.037403583526611,2.050938606262207,9.786555290222168,7.533153533935547,2.3452045917510986
22500,1.374552845954895,0.3560112714767456,11.31085205078125,13.587209701538086,5.989074230194092,9.629044532775879,1.2280248403549194,2.6045947074890137,2.730830192565918,0.13808216154575348
23000,11.754764556884766,6.086889743804932,9.295012474060059,2.244555950164795,3.555104970932007,3.232771396636963,8.215631484985352,9.54987621307373,5.41588830947876,10.538313865661621
23500,0.8327280282974243,1.8451337814331055,2.294860601425171,4.711362838745117,1.8634955883026123,7.066033363342285,8.082504272460938,0.12007436156272888,6.151062965393066,3.9148592948913574
24000,4.34296178817749,0.32909145951271057,11.043330192565918,1.4064431190490723,6.792356967926025,0.7480471134185791,4.617095470428467,7.0347394943237305,4.847936630249023,8.52340030670166
24500,6.958782196044922,2.1123857498168945,9.875419616699219,5.6083807945251465,8.671110153198242,1.051997184753418,11.168664932250977,4.68742036819458,3.3826069831848145,6.281905174255371
25000,2.0313634872436523,0.04722239077091217,0.7595246434211731,1.1986722946166992,6.382361888885498,5.311145782470703,10.425398826599121,3.972637176513672,6.965972900390625,1.4478516578674316
25500,8.914544105529785,1.3180333375930786,11.284077644348145,1.9353183507919312,1.4933463335037231,1.2996455430984497,8.015833854675293,5.088923931121826,0.2614262104034424,4.403110980987549
26000,6.062863349914551,2.0472097396850586,9.404433250427246,9.919046401977539,12.844868659973145,7.1684160232543945,4.749011039733887,3.7276082038879395,9.524820327758789,0.9582077264785767
26500,3.415003776550293,0.2225876897573471,8.0128173828125,7.640458106994629,6.402156352996826,11.610732078552246,8.83797550201416,2.393697738647461,9.356759071350098,1.1129159927368164
27000,0.5721397995948792,7.449270248413086,4.7118120193481445,5.608187675476074,7.4218220710754395,0.4942530691623688,3.328338384628296,4.129127502441406,2.121403217315674,10.713162422180176
27500,6.697482109069824,6.252990245819092,8.87151050567627,6.667791366577148,4.248415470123291,7.463945388793945,4.908698081970215,8.613839149475098,8.393363952636719,7.918429374694824
28000,10.553971290588379,5.202330112457275,6.6853413581848145,7.9499077796936035,10.243659973144531,4.789756774902344,3.3382670879364014,10.5397367477417,2.63095760345459,3.0285072326660156
28500,6.472365856170654,4.406700134277344,9.615496635437012,4.735289573669434,0.14167886972427368,1.8628709316253662,10.934096336364746,5.565767765045166,0.8351447582244873,6.412470817565918
29000,4.345063209533691,5.404775619506836,5.838861465454102,3.639932632446289,3.5425007343292236,1.4650192260742188,1.3563615083694458,5.266105651855469,8.059858322143555,8.548264503479004
29500,7.628047943115234,8.04394817352295,8.616903305053711,8.426868438720703,5.724490642547607,4.298633575439453,4.118490219116211,5.08626651763916,3.4457342624664307,8.92725944519043
30000,8.219751358032227,4.920079231262207,4.2723917961120605,4.812444686889648,7.74066162109375,10.461487770080566,4.817958831787109,6.618691444396973,8.29186725616455,5.49102258682251
30500,5.870617866516113,4.850926876068115,2.605863571166992,4.648410320281982,3.434023857116699,5.385977745056152,7.864460468292236,1.187653660774231,8.432682037353516,1.0513765811920166
31000,0.7335957288742065,8.318675994873047,4.749128341674805,10.550983428955078,7.3358283042907715,3.2078697681427,8.256922721862793,8.913824081420898,5.356507778167725,5.2895731925964355
31500,1.69731867313385,8.577366828918457,6.357865333557129,0.1790766566991806,0.8412052392959595,3.4457786083221436,8.001836776733398,4.505565643310547,11.383892059326172,8.672682762145996
32000,5.657691955566406,0.17470991611480713,4.31085205078125,2.8997414112091064,5.889979362487793,3.7277066707611084,6.903317451477051,9.514076232910156,6.97110652923584,7.074619293212891
32500,8.75667953491211,6.705133438110352,4.970375061035156,6.6549882888793945,3.700763702392578,8.493719100952148,2.980407476425171,3.791015386581421,6.474923133850098,2.4546358585357666
33000,4.726003646850586,1.3285188674926758,0.5930078029632568,8.260890007019043,0.38821202516555786,9.473339080810547,9.736183166503906,6.684864521026611,6.080566883087158,8.794681549072266
33500,5.344588279724121,8.409836769104004,5.493372917175293,1.3262025117874146,1.9353402853012085,11.099408149719238,10.91689682006836,5.929745674133301,2.7679102420806885,1.850226640701294
34000,4.795428276062012,5.0366716384887695,9.517175674438477,3.3560850620269775,5.577334403991699,4.431544780731201,3.3948216438293457,0.9153990745544434,4.927453517913818,4.0281195640563965
34500,2.256303071975708,2.7877683639526367,7.223819732666016,9.477688789367676,11.0166597366333,0.20127837359905243,9.75821304321289,5.157757759094238,8.685619354248047,11.658308982849121
35000,1.8473342657089233,2.346055269241333,6.51027774810791,4.065275192260742,2.852065086364746,1.9176067113876343,3.411142110824585,2.8665733337402344,5.7737250328063965,8.018349647521973
35500,8.051074028015137,1.6748911142349243,5.017581939697266,2.8189098834991455,1.2557196617126465,6.406612396240234,3.7093207836151123,8.400936126708984,6.533324718475342,1.6694003343582153
36500,3.451542615890503,7.600762844085693,11.207448959350586,5.312632083892822,6.135323524475098,5.215681076049805,2.9637985229492188,5.457234859466553,8.556754112243652,8.468321800231934
37000,1.4722650051116943,7.897857666015625,10.291830062866211,7.443037986755371,11.668133735656738,5.863744735717773,8.836566925048828,7.359407424926758,0.8732765913009644,8.624799728393555
37500,9.098661422729492,3.742947578430176,4.683986186981201,9.825737953186035,10.85258674621582,4.323086261749268,4.930285930633545,6.17346715927124,5.041919708251953,11.368902206420898
38000,6.820740222930908,6.349527835845947,9.126487731933594,11.25639820098877,1.7413274049758911,2.85316801071167,5.09274435043335,9.2177152633667,10.022881507873535,4.936361312866211
38500,6.817826271057129,0.38687270879745483,7.8207173347473145,5.362320423126221,3.738398790359497,4.316442012786865,6.32637357711792,9.764176368713379,11.0743989944458,5.682888984680176
39000,1.4705055952072144,9.622490882873535,3.526507616043091,5.113311767578125,7.383332252502441,4.494131565093994,3.6467859745025635,7.365011692047119,5.162208557128906,11.509963035583496
