_step,reward/0,reward/1,reward/2,reward/3,reward/4,reward/5,reward/6,reward/7,reward/8,reward/9,reward/10,reward/11,reward/12,reward/13,reward/14,reward/15,reward/16,reward/17,reward/18,reward/19
500,0.20961348712444305,2.0306167602539062,0.6901535391807556,0.6400210857391357,1.8274339437484741,0.39174312353134155,1.8466496467590332,0.4158462882041931,1.1468324661254883,2.2839062213897705,1.839396595954895,0.33259737491607666,0.8534398078918457,0.007741545792669058,1.6618494987487793,0.7212867140769958,0.5984460711479187,1.9609843492507935,0.09803122282028198,1.204880952835083
1000,0.6190621256828308,1.7768871784210205,0.5373661518096924,1.6056894063949585,0.3974020779132843,1.3807175159454346,1.592418909072876,1.5109667778015137,0.4834798574447632,2.9193220138549805,1.3930726051330566,1.9435514211654663,0.66888827085495,0.10448426008224487,0.1330471634864807,0.4170795977115631,0.5078558325767517,0.8084027767181396,1.1406651735305786,0.6650007963180542
1500,0.432100772857666,0.9799095988273621,1.5446802377700806,0.07529579102993011,1.3251289129257202,1.1761327981948853,1.3886113166809082,0.10243702679872513,0.18760058283805847,1.3992714881896973,1.9247676134109497,1.1011264324188232,1.416386365890503,0.6302300095558167,0.434410035610199,1.3433424234390259,0.09744252264499664,0.9229586124420166,0.26268625259399414,0.5926223993301392
2000,0.2999618351459503,0.029688728973269463,0.10490010678768158,1.636906385421753,0.8859119415283203,0.8834640979766846,1.3521589040756226,0.9914187788963318,0.16155272722244263,0.8552765846252441,0.7265987396240234,1.351159930229187,0.41828522086143494,0.5899057388305664,1.4473963975906372,0.47446367144584656,0.8118887543678284,0.14369356632232666,0.12513324618339539,0.5887203216552734
2500,0.7100801467895508,1.0665947198867798,1.507716178894043,0.7092083692550659,1.0950210094451904,0.2951308786869049,0.1850012242794037,1.0179493427276611,1.2625095844268799,1.0657508373260498,1.1270582675933838,0.7507866621017456,1.366331696510315,1.829550862312317,0.4753204882144928,1.6816505193710327,1.0530204772949219,0.41143766045570374,0.0066495114006102085,0.7537195086479187
3000,0.7329031229019165,0.6662374138832092,0.6535213589668274,0.944047212600708,0.6743499636650085,0.39592206478118896,1.6091150045394897,0.762649416923523,1.0990651845932007,0.9132711887359619,0.7624560594558716,0.2348433881998062,0.5252376198768616,1.1662962436676025,0.39327627420425415,0.4886709153652191,0.5380498170852661,1.6419485807418823,0.8292040824890137,0.26184922456741333
3500,1.5710598230361938,0.48796647787094116,0.33288243412971497,1.1288905143737793,0.6169556379318237,0.1891414076089859,0.04450032860040665,0.6457500457763672,1.8724979162216187,0.4937556982040405,1.6117238998413086,0.9370271563529968,1.2913416624069214,0.124605193734169,0.5843293070793152,0.6065943241119385,1.1766231060028076,1.1189762353897095,1.23391592502594,1.7135430574417114
4000,1.1694775819778442,0.1283452957868576,1.5130784511566162,0.7065474987030029,0.32168278098106384,1.2455075979232788,1.0435967445373535,0.2775549292564392,1.260772943496704,1.576825499534607,0.9595917463302612,1.0017834901809692,0.3785586953163147,1.358970046043396,0.6007185578346252,0.2501397132873535,1.3858058452606201,0.44612187147140503,0.9361318349838257,0.957129955291748
4500,0.8622279167175293,0.5270460247993469,0.9545814990997314,0.9264808893203735,0.5881193280220032,0.4023294448852539,1.8988178968429565,2.4312267303466797,0.7109134197235107,0.17581285536289215,1.5301611423492432,1.1316317319869995,0.5215235352516174,1.9239071607589722,0.08221133798360825,0.2708635926246643,0.2780352830886841,0.7169849276542664,0.5225528478622437,1.2077003717422485
5000,0.34531524777412415,1.6988959312438965,0.7885258197784424,1.247392177581787,0.9061216711997986,1.4340214729309082,0.8716142177581787,1.2129522562026978,1.820250391960144,0.662025511264801,1.572035551071167,1.4454199075698853,0.3241860270500183,0.29605957865715027,0.9093993902206421,1.4068448543548584,0.3850466012954712,1.4207563400268555,0.004413876216858625,1.832327127456665
5500,1.3808060884475708,0.8591380715370178,1.5858819484710693,0.9314625859260559,0.9564254283905029,0.47227948904037476,1.8487334251403809,0.6893075108528137,0.6823650002479553,0.7435737252235413,0.185201495885849,0.8683569431304932,0.5433583855628967,0.6490024328231812,0.020130788907408714,0.1697029024362564,0.9958959817886353,0.7031401991844177,0.254071980714798,0.5921527743339539
6000,1.96828293800354,0.06098034232854843,0.22440975904464722,1.0996441841125488,0.5161780118942261,0.5657224059104919,1.3607544898986816,0.2806713283061981,0.33208298683166504,0.04822245240211487,0.03486832603812218,0.926694929599762,1.7135722637176514,1.0543920993804932,1.2322359085083008,1.1545226573944092,1.5262774229049683,1.6394177675247192,0.3557424545288086,0.2715153992176056
6500,1.6723288297653198,0.09897571057081223,0.7469778656959534,1.1704206466674805,1.5074249505996704,1.0770851373672485,0.8010556101799011,1.8905880451202393,1.6173903942108154,0.9581253528594971,0.49661606550216675,0.8834640383720398,0.8788473010063171,0.3625814616680145,1.7251590490341187,0.5985491275787354,0.760891854763031,0.22219130396842957,0.7738872170448303,0.9159855842590332
7000,0.10942947119474411,1.970355749130249,0.39074647426605225,1.3458545207977295,0.6579993367195129,1.3168305158615112,0.07404042780399323,0.9787643551826477,1.1499067544937134,0.2640664875507355,0.10527539253234863,1.6399071216583252,0.18644432723522186,1.0243370532989502,1.035520315170288,0.2724085748195648,1.3597846031188965,0.7019009590148926,0.72495037317276,0.535222053527832
7500,1.1431993246078491,0.21626795828342438,1.057647705078125,0.5414250493049622,1.5385092496871948,0.33445554971694946,0.3649647831916809,0.6168187856674194,0.3856675624847412,0.8602328896522522,1.8022643327713013,0.8166295886039734,0.1061273068189621,1.2984989881515503,0.8812637329101562,0.1306881457567215,0.5061944127082825,0.10988210886716843,0.08829008787870407,1.483952283859253
8000,1.8380773067474365,0.35882794857025146,1.3300749063491821,0.6078993678092957,1.1339620351791382,0.2727644145488739,0.765407919883728,0.9115848541259766,0.08211981505155563,0.5837169885635376,1.1863700151443481,0.3376685082912445,0.273528516292572,1.4617986679077148,1.433545470237732,0.685722827911377,0.591111958026886,0.9508233666419983,0.7647475600242615,1.0586411952972412
8500,0.6834403276443481,0.2491803765296936,0.13160733878612518,1.5604832172393799,0.4687071144580841,1.3977198600769043,1.1064960956573486,0.3806707561016083,0.9937041997909546,1.7438174486160278,1.3894071578979492,0.7805415987968445,1.371767282485962,1.7383387088775635,0.6583648324012756,0.2138005495071411,0.4025805592536926,0.8161337375640869,1.3438210487365723,0.8991329073905945
9000,1.497300148010254,0.518555760383606,1.5353825092315674,1.1120728254318237,0.8801956176757812,0.5657088160514832,0.765644907951355,1.4848363399505615,1.6100558042526245,0.627140462398529,0.08568418025970459,3.0707943439483643,1.3476914167404175,0.7615684866905212,1.433150291442871,0.8695187568664551,1.0508042573928833,0.44759100675582886,0.5190117955207825,0.11372479796409607
9500,1.1196212768554688,0.6915918588638306,0.29011601209640503,0.4741766154766083,1.8938944339752197,0.7110402584075928,0.7300052046775818,1.0944628715515137,0.31671351194381714,4.093086242675781,0.7672805786132812,1.1955193281173706,0.8870083689689636,0.32671794295310974,0.5007598400115967,0.24740101397037506,0.35500115156173706,0.6415740251541138,1.2107505798339844,0.9111848473548889
10000,0.35147625207901,0.9684816598892212,1.2082310914993286,0.629460871219635,0.9772962927818298,1.867187261581421,0.5083211660385132,0.652709424495697,0.1165880635380745,1.1078461408615112,0.7359925508499146,1.598711371421814,1.115304708480835,1.8607755899429321,0.7459360361099243,1.257433533668518,0.9586332440376282,1.5004088878631592,0.13660629093647003,0.8866493701934814
10500,0.6563287973403931,0.7345389723777771,1.2707679271697998,0.2506709396839142,0.6374057531356812,0.03806911036372185,0.554551362991333,0.19890709221363068,0.5999998450279236,1.7946597337722778,0.10730927437543869,1.326854944229126,1.18324875831604,0.5524101257324219,1.0367246866226196,0.9543660283088684,1.1940454244613647,0.7723564505577087,1.5905264616012573,0.41489294171333313
