env_step,episode_reward,env,seed,agent
900000.0,805.2952819824219,humanoid-stand,3,iQRL
1000000.0,800.8086730957032,humanoid-stand,3,iQRL
1100000.0,852.8081481933593,humanoid-stand,3,iQRL
1200000.0,829.1817565917969,humanoid-stand,3,iQRL
1300000.0,871.9646423339843,humanoid-stand,3,iQRL
1400000.0,795.3633117675781,humanoid-stand,3,iQRL
1500000.0,860.8269958496094,humanoid-stand,3,iQRL
1600000.0,875.5437438964843,humanoid-stand,3,iQRL
1700000.0,877.9203308105468,humanoid-stand,3,iQRL
1800000.0,891.9712951660156,humanoid-stand,3,iQRL
1900000.0,870.3224731445313,humanoid-stand,3,iQRL
2000000.0,897.75595703125,humanoid-stand,3,iQRL
2100000.0,865.3155639648437,humanoid-stand,3,iQRL
2200000.0,866.5269104003906,humanoid-stand,3,iQRL
2300000.0,916.2472778320312,humanoid-stand,3,iQRL
2400000.0,748.7734985351562,humanoid-stand,3,iQRL
2500000.0,913.3671264648438,humanoid-stand,3,iQRL
2600000.0,870.1657104492188,humanoid-stand,3,iQRL
2700000.0,924.042254638672,humanoid-stand,3,iQRL
2800000.0,914.6143310546876,humanoid-stand,3,iQRL
2900000.0,894.4321411132812,humanoid-stand,3,iQRL
3000000.0,897.4800354003906,humanoid-stand,3,iQRL
100000.0,1.133784453012049,humanoid-walk,1,iQRL
200000.0,227.87004699707032,humanoid-walk,1,iQRL
300000.0,305.0032501220703,humanoid-walk,1,iQRL
400000.0,347.27817993164064,humanoid-walk,1,iQRL
500000.0,407.4252044677734,humanoid-walk,1,iQRL
600000.0,480.10059509277346,humanoid-walk,1,iQRL
700000.0,541.8172546386719,humanoid-walk,1,iQRL
800000.0,580.4818359375,humanoid-walk,1,iQRL
900000.0,623.7450256347656,humanoid-walk,1,iQRL
1000000.0,647.1406127929688,humanoid-walk,1,iQRL
1100000.0,674.48837890625,humanoid-walk,1,iQRL
1200000.0,702.3521606445313,humanoid-walk,1,iQRL
1300000.0,765.6240539550781,humanoid-walk,1,iQRL
1400000.0,781.4750610351563,humanoid-walk,1,iQRL
1500000.0,862.1218383789062,humanoid-walk,1,iQRL
1600000.0,881.7049987792968,humanoid-walk,1,iQRL
1700000.0,880.8577209472656,humanoid-walk,1,iQRL
1800000.0,890.3713195800781,humanoid-walk,1,iQRL
1900000.0,891.8957885742187,humanoid-walk,1,iQRL
2000000.0,884.9224304199219,humanoid-walk,1,iQRL
2100000.0,888.5772766113281,humanoid-walk,1,iQRL
2200000.0,899.7175048828125,humanoid-walk,1,iQRL
2300000.0,900.335595703125,humanoid-walk,1,iQRL
2400000.0,901.1841186523436,humanoid-walk,1,iQRL
2500000.0,889.5877319335938,humanoid-walk,1,iQRL
2600000.0,902.74375,humanoid-walk,1,iQRL
2700000.0,904.1281433105468,humanoid-walk,1,iQRL
2800000.0,890.4081298828125,humanoid-walk,1,iQRL
2900000.0,903.6958618164062,humanoid-walk,1,iQRL
3000000.0,894.9679504394531,humanoid-walk,1,iQRL
100000.0,1.9307943388819695,humanoid-walk,2,iQRL
200000.0,118.02659301757812,humanoid-walk,2,iQRL
300000.0,239.7620071411133,humanoid-walk,2,iQRL
400000.0,348.2864105224609,humanoid-walk,2,iQRL
500000.0,407.90716552734375,humanoid-walk,2,iQRL
600000.0,449.8757934570313,humanoid-walk,2,iQRL
700000.0,459.81459496021273,humanoid-walk,2,iQRL
800000.0,546.472689819336,humanoid-walk,2,iQRL
900000.0,595.2438232421875,humanoid-walk,2,iQRL
1000000.0,690.8007995605469,humanoid-walk,2,iQRL
1100000.0,807.9150024414063,humanoid-walk,2,iQRL
1200000.0,843.6929138183593,humanoid-walk,2,iQRL
1300000.0,864.8668518066406,humanoid-walk,2,iQRL
1400000.0,877.6810485839844,humanoid-walk,2,iQRL
1500000.0,862.8140014648437,humanoid-walk,2,iQRL
1600000.0,883.9204162597656,humanoid-walk,2,iQRL
1700000.0,882.3246398925781,humanoid-walk,2,iQRL
1800000.0,888.8258911132813,humanoid-walk,2,iQRL
1900000.0,888.2503601074219,humanoid-walk,2,iQRL
2000000.0,883.1283996582031,humanoid-walk,2,iQRL
2100000.0,890.3703369140625,humanoid-walk,2,iQRL
2200000.0,886.2951538085938,humanoid-walk,2,iQRL
2300000.0,890.9171142578125,humanoid-walk,2,iQRL
2400000.0,885.7090942382813,humanoid-walk,2,iQRL
2500000.0,900.608837890625,humanoid-walk,2,iQRL
2600000.0,895.5631713867188,humanoid-walk,2,iQRL
2700000.0,900.4747497558594,humanoid-walk,2,iQRL
2800000.0,892.8200073242188,humanoid-walk,2,iQRL
2900000.0,901.0816650390624,humanoid-walk,2,iQRL
3000000.0,887.8552612304687,humanoid-walk,2,iQRL
100000.0,1.198580041527748,humanoid-walk,3,iQRL
200000.0,168.91775817871093,humanoid-walk,3,iQRL
300000.0,211.0635787963867,humanoid-walk,3,iQRL
400000.0,244.4362823486328,humanoid-walk,3,iQRL
500000.0,282.8886383056641,humanoid-walk,3,iQRL
600000.0,319.4263977050781,humanoid-walk,3,iQRL
700000.0,399.4725860595703,humanoid-walk,3,iQRL
800000.0,510.268701171875,humanoid-walk,3,iQRL
900000.0,637.0463684082031,humanoid-walk,3,iQRL
1000000.0,729.0419616699219,humanoid-walk,3,iQRL
1100000.0,810.8755432128906,humanoid-walk,3,iQRL
1200000.0,850.1311645507812,humanoid-walk,3,iQRL
1300000.0,856.7196044921875,humanoid-walk,3,iQRL
1400000.0,861.7839477539062,humanoid-walk,3,iQRL
1500000.0,858.2098693847656,humanoid-walk,3,iQRL
1600000.0,864.8354125976563,humanoid-walk,3,iQRL
1700000.0,885.6275695800781,humanoid-walk,3,iQRL
1800000.0,858.5279174804688,humanoid-walk,3,iQRL
1900000.0,881.6903015136719,humanoid-walk,3,iQRL
2000000.0,879.2552551269531,humanoid-walk,3,iQRL
2100000.0,847.2848388671875,humanoid-walk,3,iQRL
2200000.0,887.3069885253906,humanoid-walk,3,iQRL
2300000.0,862.4728271484375,humanoid-walk,3,iQRL
2400000.0,895.3486206054688,humanoid-walk,3,iQRL
2500000.0,902.6124389648436,humanoid-walk,3,iQRL
2600000.0,883.1508056640625,humanoid-walk,3,iQRL
2700000.0,885.4831237792969,humanoid-walk,3,iQRL
2800000.0,900.6995483398438,humanoid-walk,3,iQRL
2900000.0,884.0928283691406,humanoid-walk,3,iQRL
3000000.0,889.1719360351562,humanoid-walk,3,iQRL
