eval/return/2aaoa98u,eval/return/acjz38un,eval/return/qer0j081,eval/return/5xwo7yxr,eval/return/vzm3wv5u,eval/return/fd0tcb3v,eval/return/39jd8o4t,eval/return/k3tyfl30,eval/return/jec1qe1o,eval/return/tamtn5vt,step,wallclock
3499.77490234375,3500.328857421875,1072.7113037109375,1039.3753662109375,1382.449462890625,1052.3597412109375,1398.7410888671875,1369.748779296875,1271.3409423828125,2586.691162109375,533312.0,0.10621676533310502
1183.7386474609375,3383.765625,3283.509033203125,1237.58984375,1726.237548828125,3524.081787109375,3420.71044921875,3513.0224609375,3375.9833984375,3423.365234375,549978.0,0.10953603924976456
1148.081787109375,3407.79296875,1443.7921142578125,1063.2724609375,1707.5323486328125,3512.836669921875,3220.566162109375,1848.007568359375,3378.695556640625,2304.3427734375,566644.0,0.11285531316642408
3442.07421875,3378.917724609375,1247.03076171875,1793.974609375,1937.015380859375,3548.767578125,1483.8153076171875,837.7894287109375,1532.230224609375,3470.345458984375,583310.0,0.11617458708308362
2078.11962890625,3425.19140625,1127.610107421875,1622.177734375,1637.6690673828125,3469.876708984375,3444.7578125,1438.5811767578125,1556.2301025390625,3432.818603515625,599976.0,0.11949386099974314
3517.693359375,3385.15380859375,17.98824119567871,1368.96484375,1712.4224853515625,3433.6875,1301.27880859375,2253.301513671875,3199.366455078125,1202.3804931640625,616642.0,0.12281313491640268
3449.4013671875,3508.008056640625,3320.132080078125,2191.97021484375,3679.066650390625,3528.443603515625,1323.2310791015625,2162.101318359375,1276.4266357421875,1283.20654296875,633308.0,0.1261324088330622
3459.338134765625,2812.244140625,1171.4261474609375,1284.2884521484375,2431.571533203125,3466.226318359375,3352.324951171875,1889.3731689453125,3436.07470703125,3394.58447265625,649974.0,0.12945168274972174
3503.37744140625,3393.19873046875,3314.88818359375,3495.4599609375,2238.944580078125,3509.029052734375,1268.1656494140625,2625.734619140625,655.407470703125,3113.85205078125,666640.0,0.13277095666638128
1913.62841796875,2580.968994140625,1013.3132934570312,1086.041748046875,2565.9873046875,3521.499267578125,3627.236083984375,1342.3907470703125,3430.1103515625,2882.328125,683306.0,0.13609023058304082
3597.959716796875,2766.41845703125,3371.845947265625,1571.4564208984375,1853.2435302734375,3511.291259765625,1889.774658203125,3140.2470703125,3451.80126953125,3448.938720703125,699972.0,0.13940950449970033
3621.449951171875,3538.08154296875,981.4375610351562,1277.110595703125,3901.46826171875,3531.6728515625,2221.777099609375,1055.9559326171875,3476.92529296875,1265.1116943359375,716638.0,0.14272877841635986
3528.13623046875,3418.21923828125,3332.139404296875,3368.81787109375,3545.207763671875,1748.1385498046875,1248.8961181640625,1493.041748046875,2013.4239501953125,3395.5712890625,733304.0,0.1460480523330194
1598.0899658203125,3532.4677734375,3369.28857421875,2210.707275390625,2616.27783203125,3475.813232421875,1906.35595703125,3529.43701171875,1691.7178955078125,1358.841796875,749970.0,0.14936732624967894
2869.024658203125,3725.595703125,3398.817626953125,1001.8156127929688,3701.459716796875,340.35137939453125,1966.3502197265625,3556.294921875,3466.48779296875,1797.430419921875,766636.0,0.15268660016633848
1882.6151123046875,1639.9190673828125,3456.8720703125,2258.91845703125,3522.75244140625,3497.7646484375,3562.42626953125,3524.580810546875,1742.4732666015625,1672.5308837890625,783302.0,0.156005874082998
3648.5146484375,3359.2041015625,3486.583251953125,1566.44775390625,25.560264587402344,3463.684814453125,2597.643310546875,3537.63818359375,3537.739013671875,1699.545654296875,799968.0,0.15932514799965752
2886.412109375,2062.360107421875,3492.09765625,3500.97021484375,3505.0693359375,3488.8095703125,1643.6978759765625,3542.1875,3522.28271484375,2255.5302734375,816634.0,0.16264442191631706
3519.156982421875,3567.399169921875,3414.072265625,1792.5748291015625,1757.484375,1198.547119140625,3583.1875,3528.73828125,3451.00634765625,3476.841552734375,833300.0,0.1659636958329766
3451.055908203125,3583.630615234375,3500.384521484375,1775.0965576171875,3630.67529296875,1647.811767578125,1719.8680419921875,2022.3477783203125,3506.547607421875,1820.650390625,849966.0,0.16928296974963614
3484.576171875,3566.966796875,3438.083984375,1542.2476806640625,3559.68505859375,3636.967041015625,1247.359130859375,3570.175537109375,1912.4385986328125,1646.69970703125,866632.0,0.17260224366629565
3706.80078125,1014.0382690429688,3477.845703125,1891.764404296875,1920.9144287109375,3661.006591796875,1401.40869140625,3537.541748046875,3519.958984375,3416.903564453125,883298.0,0.17592151758295518
3520.140869140625,3502.251220703125,3504.185302734375,1415.0875244140625,2013.1605224609375,3642.0595703125,3766.526611328125,2187.546875,3556.439453125,3407.408935546875,899964.0,0.17924079149961472
3637.17626953125,2497.32275390625,3537.556640625,2610.287109375,2195.650146484375,1607.6806640625,2995.72314453125,2818.914306640625,3539.14501953125,1971.872802734375,916630.0,0.18256006541627426
3646.417724609375,2839.16162109375,1419.760498046875,1780.537841796875,1867.273681640625,3654.616943359375,1433.22705078125,1850.1766357421875,3525.292724609375,3226.672607421875,933296.0,0.1858793393329338
3575.054443359375,3675.052001953125,3534.1845703125,3566.014404296875,3623.4052734375,1548.2659912109375,2608.817626953125,3595.145263671875,2658.207763671875,2048.47509765625,949962.0,0.1891986132495933
2637.9462890625,3624.280029296875,3541.671142578125,1834.58056640625,1636.75244140625,1616.3873291015625,3448.52880859375,3565.0927734375,2485.547607421875,2066.778076171875,966628.0,0.19251788716625284
1300.33349609375,2099.076171875,3573.16015625,2747.686279296875,2556.658935546875,3644.364501953125,2764.638671875,3584.618896484375,1352.7938232421875,2778.90869140625,983294.0,0.19583716108291238
3637.4326171875,2909.469482421875,3564.986083984375,1767.7315673828125,1793.661376953125,3556.960205078125,1302.72216796875,2701.98583984375,3463.783203125,3172.646484375,999960.0,0.19915643499957192
1712.3018798828125,1804.0068359375,3520.95458984375,2838.03662109375,1776.750732421875,1587.7396240234375,2474.254150390625,3590.653076171875,3533.446044921875,1653.538330078125,1016626.0,0.20247570891623146
3604.248046875,1897.485595703125,3561.59521484375,1693.7314453125,2566.156982421875,2405.632568359375,1810.365478515625,3558.751708984375,3213.933349609375,3023.90478515625,1033292.0,0.20579498283289097
3831.232177734375,2167.0234375,3559.908935546875,1243.674560546875,2158.825927734375,1702.0196533203125,2348.262451171875,3570.801025390625,1653.3380126953125,2241.57666015625,1049958.0,0.2091142567495505
3581.439208984375,3703.65771484375,3575.870361328125,3516.966796875,2297.187255859375,819.8370971679688,2257.47998046875,1966.943603515625,1417.2769775390625,3535.99609375,1066624.0,0.21243353066621004
3705.841064453125,3571.530517578125,3611.68310546875,3658.59033203125,1977.630126953125,2361.13818359375,1871.820556640625,1882.1263427734375,2388.48583984375,3561.3017578125,1083290.0,0.21575280458286958
1557.130126953125,3309.439453125,3635.931884765625,3450.818359375,3846.29296875,1396.1846923828125,2261.91845703125,3596.56689453125,2246.9306640625,3630.15283203125,1099956.0,0.21907207849952912
2935.33984375,3201.5673828125,3622.1796875,2625.51318359375,3632.947265625,2312.533203125,2799.72607421875,3583.290283203125,1407.755615234375,2077.892578125,1116622.0,0.22239135241618863
3654.16162109375,3778.765625,3583.4775390625,3516.302490234375,2406.992919921875,3493.686767578125,2012.8990478515625,3613.564697265625,1281.7354736328125,1865.458251953125,1133288.0,0.22571062633284816
1440.5509033203125,1412.521240234375,3629.275146484375,2776.909423828125,2041.530029296875,2271.552978515625,2330.06396484375,3566.75830078125,1542.9302978515625,1797.0264892578125,1149954.0,0.2290299002495077
1812.690673828125,2533.972900390625,3395.427490234375,1297.5887451171875,2194.43408203125,2263.184814453125,1812.268310546875,1677.690185546875,2814.99267578125,2188.239013671875,1166620.0,0.23234917416616724
2375.874755859375,1674.113037109375,1723.264892578125,1761.9688720703125,2204.576904296875,3362.21728515625,1793.7418212890625,3718.146484375,3717.843994140625,3726.10107421875,1183286.0,0.23566844808282678
1818.8287353515625,1669.6202392578125,3639.607666015625,14.069058418273926,3816.399169921875,2917.772705078125,3688.580322265625,2571.283447265625,3566.851806640625,3391.72705078125,1199952.0,0.23898772199948629
2066.64306640625,1473.6395263671875,3594.725341796875,1374.0230712890625,2844.751953125,3598.73486328125,1133.344482421875,3438.8955078125,3540.396240234375,2189.063720703125,1216618.0,0.24230699591614582
2410.1279296875,3780.138671875,3718.24658203125,3421.983642578125,3556.316650390625,2380.09912109375,1519.6292724609375,1323.598876953125,1916.480224609375,3607.853759765625,1233284.0,0.24562626983280536
1777.8603515625,1685.0711669921875,970.0958251953125,3397.67724609375,1989.4361572265625,2037.20458984375,3575.99365234375,3659.11376953125,3549.40625,3550.591796875,1249950.0,0.2489455437494649
2052.8798828125,2246.00537109375,2356.700927734375,2300.61474609375,1680.770263671875,2320.605224609375,3824.991455078125,3755.7900390625,3413.928466796875,2610.9111328125,1266616.0,0.2522648176661244
1974.45361328125,2495.313232421875,3714.69775390625,3035.33642578125,2316.4775390625,1894.2801513671875,1648.611328125,2698.70458984375,1590.16259765625,2032.2999267578125,1283282.0,0.25558409158278395
1506.2628173828125,3187.49169921875,3679.742919921875,3477.793212890625,2197.2421875,1352.2161865234375,1874.1881103515625,1820.9833984375,3513.24267578125,552.2643432617188,1299948.0,0.2589033654994435
1606.0733642578125,2678.096923828125,2234.984130859375,3480.325439453125,3528.840087890625,3719.046875,3856.22216796875,3563.10107421875,3556.034912109375,3571.762451171875,1316614.0,0.262222639416103
2914.69189453125,3584.630859375,3248.546875,3580.570556640625,2076.490234375,3065.563720703125,1573.489501953125,3706.379150390625,2873.837158203125,3540.582763671875,1333280.0,0.26554191333276256
2617.886474609375,3262.657958984375,3577.48095703125,3169.4541015625,159.7745819091797,3457.555419921875,2027.4432373046875,1762.3387451171875,3433.515625,2275.542724609375,1349946.0,0.2688611872494221
1602.354736328125,3753.42919921875,3765.5322265625,1611.9339599609375,291.7868957519531,3741.047119140625,2646.822509765625,3806.6201171875,116.10903930664062,2626.0556640625,1366612.0,0.27218046116608163
1742.837646484375,3191.37939453125,3723.21826171875,3502.6591796875,1408.804931640625,2637.6767578125,1491.156982421875,1607.2977294921875,1660.6510009765625,1969.6239013671875,1383278.0,0.27549973508274117
2989.63037109375,2059.682373046875,3474.123779296875,2553.681884765625,1680.72216796875,3004.748046875,3619.462646484375,3296.6787109375,3246.203857421875,3547.76708984375,1399944.0,0.27881900899940065
3736.087890625,1741.6671142578125,8.260127067565918,1679.087646484375,1571.6883544921875,3093.5546875,3689.851318359375,1886.9998779296875,2901.1171875,2220.331298828125,1416610.0,0.2821382829160602
1856.575927734375,2015.6585693359375,1723.5418701171875,1941.3345947265625,1314.44140625,3586.5625,3575.8173828125,2505.742431640625,777.91259765625,3552.083740234375,1433276.0,0.2854575568327197
3096.666748046875,1408.5311279296875,2229.265380859375,2485.90283203125,3106.053955078125,3467.499755859375,1676.9093017578125,3577.427734375,3551.5009765625,3554.552978515625,1449942.0,0.28877683074937927
3799.617431640625,1976.601806640625,3619.418701171875,3680.141845703125,1551.1905517578125,3776.7138671875,2320.843994140625,2593.225830078125,3569.029541015625,3752.992431640625,1466608.0,0.2920961046660388
3531.00537109375,2034.8880615234375,3092.42724609375,1909.86083984375,2339.300048828125,3728.44677734375,2364.43896484375,3747.2607421875,1546.335693359375,2666.201171875,1483274.0,0.29541537858269834
3556.91015625,2031.5439453125,3898.257568359375,2975.1025390625,2299.6572265625,3663.048095703125,1579.567626953125,2657.385498046875,3690.51904296875,3290.081298828125,1499940.0,0.2987346524993579
2239.4267578125,1400.822021484375,3478.8828125,1715.4005126953125,1641.26123046875,3734.724609375,3309.679931640625,3380.364501953125,3901.126220703125,3575.11669921875,1516606.0,0.3020539264160174
3939.44287109375,1345.61181640625,1611.87109375,2540.98681640625,3744.30517578125,3631.4287109375,1601.6766357421875,3585.7451171875,3822.7744140625,3682.73046875,1533272.0,0.30537320033267695
2976.287841796875,1645.9808349609375,3570.530029296875,1358.191650390625,3506.710205078125,2140.947509765625,2233.75146484375,3602.2021484375,2922.07666015625,1595.18896484375,1549938.0,0.3086924742493365
3903.895263671875,2818.512939453125,3773.4267578125,3321.606201171875,3804.21240234375,3810.96142578125,3072.51171875,3565.825927734375,3174.90869140625,3529.2548828125,1566604.0,0.312011748165996
3709.345458984375,3706.427001953125,3272.986083984375,2034.204833984375,3612.17236328125,3755.644287109375,3807.44775390625,3570.340087890625,2080.140869140625,2622.410888671875,1583270.0,0.3153310220826555
3544.776611328125,3790.356201171875,3626.952392578125,1785.3121337890625,1985.7083740234375,3729.128173828125,3829.298583984375,3664.496337890625,3639.41259765625,3652.11083984375,1599936.0,0.31865029599931505
3814.939453125,1722.2403564453125,2062.98388671875,1624.3104248046875,3552.991943359375,3545.76513671875,1664.5367431640625,2253.01513671875,3642.214599609375,2993.21484375,1616602.0,0.3219695699159746
3849.698974609375,3629.805908203125,254.9052734375,1889.0426025390625,3543.81494140625,3563.8017578125,2198.510986328125,2713.26318359375,3763.533935546875,3109.821044921875,1633268.0,0.3252888438326341
2699.711181640625,1045.7041015625,3774.5810546875,1613.6109619140625,3820.4033203125,3632.294677734375,3125.87451171875,3732.155029296875,3585.99462890625,3636.416748046875,1649934.0,0.32860811774929366
3213.58740234375,2261.816162109375,3623.28857421875,1458.3507080078125,1958.118408203125,1723.3800048828125,3710.276123046875,2272.573974609375,2341.604736328125,3762.044189453125,1666600.0,0.3319273916659532
3906.777587890625,2218.442138671875,3590.364013671875,1912.722412109375,1817.9503173828125,3753.1806640625,1147.9017333984375,3471.307373046875,3787.9775390625,1936.3697509765625,1683266.0,0.33524666558261274
1923.435302734375,3768.371826171875,3669.462158203125,1976.9107666015625,3601.684814453125,3792.47265625,3795.009033203125,2220.709228515625,3878.915283203125,3442.951904296875,1699932.0,0.3385659394992723
3794.247802734375,2317.8955078125,3830.029052734375,1957.7052001953125,3676.00927734375,1134.0184326171875,1674.4556884765625,2657.019287109375,3721.718017578125,2002.9163818359375,1716598.0,0.3418852134159318
3895.99462890625,1689.1234130859375,1981.34814453125,3607.109375,2144.495361328125,1269.383056640625,4093.790771484375,3175.063720703125,3628.4462890625,3770.23486328125,1733264.0,0.3452044873325913
230.24014282226562,2652.91796875,1364.060302734375,1810.643310546875,2536.299560546875,3913.30712890625,2453.46044921875,2828.67626953125,3748.934326171875,2153.584228515625,1749930.0,0.34852376124925083
3674.658203125,3689.81884765625,2753.22412109375,1484.6708984375,3656.099853515625,1964.7322998046875,1507.0787353515625,3726.588134765625,3650.204833984375,2685.2265625,1766596.0,0.35184303516591037
3665.415771484375,2980.254150390625,3581.651611328125,3801.4130859375,1502.8135986328125,1536.771240234375,4120.15576171875,2085.56640625,3750.75830078125,2038.232666015625,1783262.0,0.3551623090825699
3832.13037109375,1512.08544921875,1716.0250244140625,2490.07080078125,2306.29345703125,3416.3583984375,2377.632568359375,2034.9150390625,1954.6795654296875,1905.1793212890625,1799928.0,0.35848158299922944
3719.063232421875,2958.218017578125,3561.724365234375,962.1635131835938,2346.083251953125,2091.365478515625,3937.982666015625,2638.976806640625,3770.208251953125,1310.3089599609375,1816594.0,0.361800856915889
1623.98486328125,1992.898681640625,3998.860107421875,3821.19677734375,3462.1123046875,3003.174560546875,2739.811767578125,2470.470947265625,2974.5888671875,3051.059326171875,1833260.0,0.3651201308325485
3551.77783203125,1607.3046875,3650.36474609375,1587.37255859375,3690.557861328125,2542.740478515625,3703.35205078125,3561.782958984375,3042.766357421875,2386.52587890625,1849926.0,0.36843940474920805
3719.4267578125,1844.321044921875,1141.1458740234375,3871.26806640625,2254.4921875,2340.793212890625,2540.360595703125,195.8857421875,3656.872802734375,3502.185791015625,1866592.0,0.3717586786658676
3788.507080078125,3765.001708984375,3722.83349609375,3818.037841796875,2390.142822265625,3885.03564453125,1212.634765625,1692.2178955078125,2050.772216796875,3755.781005859375,1883258.0,0.37507795258252713
2577.264892578125,3845.93310546875,3074.198486328125,3597.408203125,3705.296142578125,2922.803466796875,1722.161376953125,1785.7625732421875,3170.899169921875,3848.40576171875,1899924.0,0.3783972264991866
3772.5439453125,2808.77978515625,3718.78125,2006.802978515625,3704.270263671875,2254.89501953125,4099.5703125,1703.1517333984375,2912.796142578125,3893.98291015625,1916590.0,0.38171650041584615
3504.126220703125,3431.171875,3759.263671875,1685.69384765625,2540.875732421875,3777.9775390625,2921.30908203125,2286.03271484375,3762.99365234375,3801.24609375,1933256.0,0.3850357743325057
3869.869873046875,3229.889404296875,1724.12255859375,1449.912841796875,862.8486938476562,3891.613037109375,1349.4952392578125,2023.542236328125,2519.200439453125,2327.135986328125,1949922.0,0.3883550482491652
3729.39453125,2516.822509765625,3765.25439453125,2235.12548828125,2001.3692626953125,3226.626220703125,4045.057861328125,21.330095291137695,3734.6982421875,2933.259521484375,1966588.0,0.39167432216582476
2695.165283203125,2986.712646484375,3681.888916015625,1493.873046875,4009.857177734375,3933.49267578125,1853.8785400390625,3562.569091796875,3704.86474609375,3875.311279296875,1983254.0,0.3949935960824843
2981.904052734375,2463.98876953125,2997.3623046875,2095.6318359375,1970.778564453125,3825.259765625,3898.35986328125,1895.900146484375,2280.265869140625,1987.507080078125,1999920.0,0.39831286999914384
1723.2498779296875,2474.038818359375,2858.93115234375,1154.3546142578125,1760.8714599609375,3256.43505859375,3481.093994140625,3616.208740234375,3757.30078125,1966.067626953125,2016586.0,0.4016321439158034
3766.438720703125,3591.550048828125,2900.5048828125,2005.891845703125,3792.146484375,3762.58642578125,2651.238525390625,2343.793212890625,1658.148681640625,1965.1326904296875,2033252.0,0.4049514178324629
3709.029052734375,3943.191162109375,3563.318603515625,3805.801025390625,2764.8955078125,3828.834716796875,3797.32080078125,3762.673095703125,1791.077392578125,3844.0771484375,2049918.0,0.40827069174912245
2999.30322265625,1626.0625,1718.153564453125,3034.624755859375,3998.932373046875,1633.2528076171875,3389.970458984375,2297.678955078125,1225.5809326171875,1576.4215087890625,2066584.0,0.41158996566578193
3697.5224609375,2690.898681640625,2611.182373046875,3222.1494140625,1771.9495849609375,3846.495361328125,1843.4847412109375,2048.512939453125,3973.753173828125,1953.8829345703125,2083250.0,0.41490923958244147
3697.5625,2497.024169921875,3607.103271484375,1688.880615234375,2062.026123046875,2575.344482421875,1172.9005126953125,2497.868408203125,2683.243896484375,2276.886962890625,2099916.0,0.418228513499101
3819.40283203125,2394.9775390625,3727.718994140625,3366.2333984375,2014.947998046875,3359.25927734375,2231.885009765625,2371.063232421875,2510.11767578125,1998.312255859375,2116582.0,0.42154778741576054
2464.388916015625,147.84849548339844,1721.1666259765625,3979.6826171875,3615.725830078125,1492.395751953125,3648.621337890625,3763.423095703125,1464.8292236328125,2148.9765625,2133248.0,0.4248670613324201
1833.7718505859375,372.6044616699219,1472.779052734375,1209.4710693359375,4047.035888671875,3281.566650390625,4020.256103515625,3631.55126953125,3855.842529296875,2285.062255859375,2149914.0,0.4281863352490796
3772.44921875,3508.3603515625,1736.3902587890625,3740.736572265625,1982.521240234375,1374.7310791015625,1668.1669921875,2054.959228515625,3724.819091796875,2494.5439453125,2166580.0,0.43150560916573916
3682.427978515625,3617.17919921875,3052.732421875,3794.0166015625,3776.959228515625,2529.208984375,2122.857421875,3705.091796875,1292.9268798828125,1861.040283203125,2183246.0,0.4348248830823987
3061.629150390625,2890.725830078125,3717.2470703125,1383.6700439453125,2988.33544921875,2754.605224609375,4046.0107421875,3505.5537109375,3775.375244140625,1649.4583740234375,2199912.0,0.43814415699905823
3796.718994140625,3601.075439453125,3929.255615234375,2137.04345703125,2871.427490234375,3851.950927734375,4063.077880859375,3683.48974609375,3694.24169921875,3268.780517578125,2216578.0,0.4414634309157177
2225.1474609375,3593.5166015625,3726.595947265625,1158.28564453125,2962.275146484375,3829.813232421875,1564.8115234375,620.5614624023438,3590.268798828125,2960.19775390625,2233244.0,0.44478270483237725
2693.64794921875,2257.255859375,3622.346923828125,2415.320068359375,2060.03515625,3879.537109375,4131.04638671875,1347.1431884765625,3227.30078125,2331.4609375,2249910.0,0.4481019787490368
2166.099609375,3693.923583984375,3616.419921875,3152.66552734375,3850.6875,3731.8154296875,4055.64501953125,3725.006591796875,3710.94384765625,1960.42724609375,2266576.0,0.4514212526656963
3789.75,3779.3837890625,3634.924072265625,1355.7354736328125,2298.747802734375,2212.509033203125,1949.9605712890625,3764.71142578125,2536.865966796875,2139.617431640625,2283242.0,0.45474052658235586
3725.713134765625,3695.923095703125,3909.88525390625,3186.62060546875,3974.9404296875,2169.080810546875,1570.058349609375,2808.148193359375,2793.7509765625,3904.30859375,2299908.0,0.4580598004990154
3760.70068359375,3647.965087890625,2615.31005859375,2431.9716796875,2585.64013671875,2141.741455078125,1333.331787109375,3697.33984375,1596.6314697265625,1846.494140625,2316574.0,0.46137907441567494
3736.21435546875,3589.231689453125,3737.205078125,3784.810546875,1590.321044921875,3663.54296875,4046.30908203125,3765.53076171875,3826.13330078125,2260.57568359375,2333240.0,0.4646983483323345
3628.185546875,3929.9208984375,3738.882568359375,1384.21337890625,2487.499267578125,3532.574951171875,4018.3427734375,3810.533935546875,3594.64599609375,2947.639404296875,2349906.0,0.468017622248994
2770.52392578125,2540.821533203125,1574.6920166015625,3702.0537109375,3793.76220703125,3727.201171875,1879.6136474609375,3792.260986328125,3907.593994140625,2596.5791015625,2366572.0,0.47133689616565355
