eval/return/gp4l2ivh,eval/return/ge9g52nx,eval/return/um3l84rh,eval/return/q35027ir,eval/return/9codo7mc,eval/return/2xdqeiot,eval/return/a2f5wdsv,eval/return/7jpwvc9p,eval/return/tpu3uqm6,eval/return/k25p0bd2,step,wallclock
5722.9013671875,5887.0068359375,5841.07470703125,5930.28564453125,5383.78369140625,5728.94384765625,3962.18701171875,6014.6787109375,5588.01025390625,5521.7841796875,666640.0,0.12421266430837137
6051.60791015625,6291.0400390625,5483.8505859375,5964.373046875,5586.93310546875,6073.04638671875,3747.258544921875,5797.40478515625,5332.3671875,5600.75732421875,683306.0,0.12731798091608065
6186.68505859375,6035.0869140625,478.01416015625,5780.2177734375,5961.5595703125,6005.6435546875,855.000732421875,5749.736328125,5593.11669921875,5376.19677734375,699972.0,0.13042329752378995
5975.67236328125,6173.62109375,5849.029296875,6003.04345703125,5904.236328125,5895.1826171875,3719.388671875,5974.4521484375,5609.103515625,5795.32177734375,716638.0,0.13352861413149922
5863.6318359375,6291.1650390625,5893.4638671875,6061.1416015625,5790.76513671875,5705.09130859375,3891.314453125,3000.25390625,5357.53515625,5236.640625,733304.0,0.13663393073920851
6058.20947265625,6124.115234375,5721.98046875,5734.083984375,5828.3046875,1156.228515625,3739.453125,5984.01904296875,5498.52783203125,5455.1298828125,749970.0,0.13973924734691778
6170.841796875,6194.89306640625,5846.38818359375,6118.73095703125,5651.34521484375,5922.03466796875,4054.36083984375,5864.751953125,2448.313232421875,4909.4384765625,766636.0,0.14284456395462708
6043.697265625,6409.3466796875,5980.74853515625,6062.62353515625,5656.34228515625,1131.40771484375,3915.417724609375,5964.85400390625,5484.7138671875,5805.283203125,783302.0,0.14594988056233635
6228.50390625,6019.28955078125,5601.97216796875,5920.666015625,5952.18701171875,5855.3408203125,3952.614501953125,5657.9658203125,5.480832099914551,5631.35595703125,799968.0,0.14905519717004564
6000.84375,6195.859375,5555.796875,6017.60693359375,6105.79931640625,6001.23779296875,3638.928466796875,5967.33447265625,11.633537292480469,31.88045310974121,816634.0,0.15216051377775494
2548.63525390625,6240.86328125,5966.82275390625,5730.71337890625,5873.60400390625,5976.76123046875,3942.211669921875,6114.64697265625,5664.9599609375,5978.9638671875,833300.0,0.1552658303854642
3719.87939453125,6364.376953125,5785.7431640625,5909.56640625,6254.83544921875,5998.7744140625,4007.814697265625,6105.80078125,5860.72509765625,5788.63623046875,849966.0,0.1583711469931735
5877.2509765625,6298.2099609375,5912.35009765625,5885.7744140625,6047.50146484375,5422.49365234375,3705.32958984375,6100.03173828125,5902.3974609375,5902.6904296875,866632.0,0.16147646360088277
129.80023193359375,6312.77783203125,5577.14013671875,6167.72607421875,5879.69873046875,5568.81640625,4195.62548828125,5825.4873046875,5855.93310546875,5563.7041015625,883298.0,0.16458178020859207
6172.2578125,6223.37744140625,5615.123046875,5814.77880859375,5550.35205078125,5606.4404296875,1008.7981567382812,6121.056640625,5481.52294921875,-1185.9031982421875,899964.0,0.16768709681630134
6187.85107421875,6261.00830078125,5715.19921875,6155.59326171875,5965.8515625,5734.0966796875,3989.4609375,5801.01513671875,5608.681640625,4457.8876953125,916630.0,0.17079241342401064
6256.39794921875,-853.836181640625,5843.36865234375,4939.14306640625,6071.12109375,6109.78515625,4289.396484375,5961.40478515625,5959.0283203125,5707.3046875,933296.0,0.17389773003171993
-209.11968994140625,-48.739097595214844,5596.78955078125,6218.37353515625,5931.58740234375,5834.93017578125,1037.9931640625,6171.84033203125,5648.1513671875,5652.91552734375,949962.0,0.1770030466394292
6201.52294921875,6389.73681640625,6015.98046875,6176.9951171875,6008.98876953125,6037.31494140625,4047.547119140625,5910.65478515625,88.0947265625,5826.02880859375,966628.0,0.1801083632471385
6481.19580078125,6277.078125,6026.3388671875,5900.69384765625,6243.67138671875,6057.24755859375,4259.2763671875,6174.4765625,5976.96630859375,5674.5400390625,983294.0,0.18321367985484777
6391.2412109375,6357.0078125,5898.3134765625,6034.3720703125,5939.3798828125,5962.52978515625,4144.28125,5867.841796875,5722.59912109375,5019.96240234375,999960.0,0.18631899646255706
6368.08837890625,2097.54052734375,6161.86328125,6415.294921875,2561.564453125,6183.43212890625,4026.591796875,5631.24951171875,5764.37548828125,5839.4345703125,1016626.0,0.18942431307026633
6272.67138671875,6298.00390625,6093.34033203125,6454.37060546875,6020.60107421875,5806.0380859375,4229.828125,6129.8603515625,5357.37841796875,5950.4033203125,1033292.0,0.19252962967797563
6085.98583984375,6135.77197265625,5961.328125,6361.9140625,6245.517578125,5785.77197265625,4054.921630859375,6120.728515625,5701.67138671875,5708.158203125,1049958.0,0.1956349462856849
-179.34762573242188,7.25002384185791,6082.23828125,6319.19287109375,6358.44189453125,6224.8505859375,1210.642333984375,6069.7294921875,-598.3865966796875,5942.353515625,1066624.0,0.1987402628933942
6102.04638671875,6426.8798828125,5915.82666015625,6444.43701171875,6188.40478515625,5896.3310546875,4256.421875,6109.4228515625,-864.5171508789062,5998.744140625,1083290.0,0.2018455795011035
6163.82763671875,6153.41455078125,5970.42626953125,6250.5732421875,6006.32275390625,6183.44091796875,1838.7857666015625,346.96783447265625,3591.079833984375,5732.427734375,1099956.0,0.20495089610881276
6261.43701171875,6177.595703125,6086.32373046875,6447.56591796875,6038.857421875,6136.1533203125,2622.4775390625,6087.65966796875,744.3920288085938,5989.4501953125,1116622.0,0.20805621271652205
6237.69580078125,6544.65966796875,6070.1611328125,6467.12255859375,6318.17236328125,6147.533203125,4215.49560546875,6260.02783203125,5905.236328125,6052.05517578125,1133288.0,0.21116152932423132
6437.47216796875,6527.642578125,6091.845703125,6272.10302734375,6121.94775390625,6286.60546875,4414.57568359375,6341.30712890625,5935.17822265625,5798.001953125,1149954.0,0.21426684593194062
-591.8462524414062,6696.6328125,6264.22607421875,6452.6748046875,6106.91015625,6180.55419921875,3976.262451171875,2563.660400390625,5741.5234375,5846.02392578125,1166620.0,0.2173721625396499
1073.467529296875,6418.63134765625,3472.66796875,6383.2158203125,6285.83251953125,6064.53515625,4473.47314453125,5923.935546875,6093.64013671875,6079.59765625,1183286.0,0.22047747914735918
-430.6318054199219,6626.6455078125,5960.77978515625,6319.22802734375,6186.1650390625,6161.8388671875,4550.3896484375,6006.43115234375,5988.45849609375,5967.974609375,1199952.0,0.22358279575506845
6080.57958984375,6645.7939453125,6062.0517578125,6533.6806640625,6194.95654296875,6254.9951171875,4413.5009765625,5931.7060546875,5844.7490234375,5919.4755859375,1216618.0,0.22668811236277775
6350.21484375,6525.41162109375,6248.18798828125,6537.79296875,5933.95751953125,6133.94287109375,4605.9453125,6156.7578125,-928.8903198242188,5750.38525390625,1233284.0,0.22979342897048705
-2265.16552734375,6313.41064453125,5996.3134765625,6199.92236328125,-688.4022216796875,6235.12890625,4513.2822265625,-771.9572143554688,-946.6410522460938,-372.4486389160156,1249950.0,0.23289874557819631
-366.2413330078125,6717.26953125,6242.8828125,6599.88671875,811.1576538085938,6357.22265625,4593.9755859375,-1292.885009765625,112.00606536865234,-543.5235595703125,1266616.0,0.2360040621859056
5685.23193359375,6593.15234375,6003.4365234375,6545.98486328125,94.1147689819336,-437.4947509765625,4562.8388671875,1678.39794921875,-1495.1461181640625,5833.45751953125,1283282.0,0.23910937879361488
6167.8447265625,6476.78271484375,6341.25244140625,6645.21435546875,794.083740234375,6303.91845703125,4601.77294921875,6066.3603515625,26.867189407348633,-386.24957275390625,1299948.0,0.24221469540132418
6102.0712890625,6409.87255859375,-2501.144775390625,6558.39013671875,6265.72900390625,-2373.8759765625,4478.390625,-500.5518493652344,3376.85302734375,163.36595153808594,1316614.0,0.24532001200903344
6227.67236328125,6791.67333984375,4442.3798828125,6517.7626953125,6168.4658203125,6123.958984375,4708.2958984375,-2180.677978515625,5149.71875,6023.48583984375,1333280.0,0.24842532861674274
6168.982421875,6389.98193359375,6131.76220703125,6343.64599609375,6223.22705078125,5973.89404296875,3843.48046875,227.87225341796875,2476.6552734375,5762.17333984375,1349946.0,0.251530645224452
6090.5458984375,6652.919921875,6234.3212890625,6074.8330078125,6190.5869140625,-1781.732177734375,4643.53759765625,-1049.32470703125,-652.2667236328125,6009.09716796875,1366612.0,0.2546359618321613
6503.4208984375,6067.9423828125,6225.85595703125,6.760414123535156,6403.94873046875,-88.46476745605469,2366.87255859375,5789.77294921875,5442.078125,5887.0986328125,1383278.0,0.2577412784398706
6383.28369140625,6685.26953125,6268.513671875,109.51922607421875,6354.5400390625,5425.06982421875,4675.0439453125,245.59136962890625,5502.67529296875,6098.8544921875,1399944.0,0.2608465950475799
6641.390625,-1881.3614501953125,6345.40966796875,2730.418701171875,6345.31591796875,1686.767578125,4648.65966796875,-181.08384704589844,5067.55517578125,6056.86474609375,1416610.0,0.26395191165528914
6130.2734375,1187.02197265625,6294.08935546875,3654.276123046875,6426.11962890625,-1557.6326904296875,4828.08740234375,10.298419952392578,5651.626953125,5890.70458984375,1433276.0,0.26705722826299844
6684.72509765625,-1620.1810302734375,6216.55126953125,-874.50048828125,6272.35205078125,-62.038597106933594,4759.521484375,-23.881885528564453,5870.67626953125,5856.8974609375,1449942.0,0.27016254487070773
6443.67626953125,6611.02685546875,6110.09228515625,-1092.23583984375,6362.5751953125,5824.37548828125,4876.61572265625,4018.781982421875,5962.22607421875,6040.37646484375,1466608.0,0.27326786147841703
6402.93359375,6512.11376953125,4205.15283203125,1846.9610595703125,30.091346740722656,2968.256591796875,1191.9647216796875,5545.3837890625,5772.2763671875,6089.6396484375,1483274.0,0.2763731780861263
6483.5302734375,6529.14208984375,6424.7275390625,6051.6728515625,109.96012878417969,5382.470703125,-2088.393798828125,2691.84375,5867.14990234375,5944.9541015625,1499940.0,0.27947849469383557
6730.021484375,6630.19482421875,3578.33740234375,6061.458984375,6244.0576171875,5947.85693359375,-496.650634765625,6071.06640625,5990.63720703125,6157.9521484375,1516606.0,0.28258381130154486
6693.77587890625,6511.4599609375,2778.100830078125,6403.74755859375,6418.76806640625,6172.12548828125,-338.2640075683594,6090.96728515625,5097.36767578125,6229.74560546875,1533272.0,0.28568912790925416
6662.7783203125,6733.7314453125,5997.09375,6556.41943359375,6388.09521484375,6019.08544921875,-217.44549560546875,6283.46435546875,6064.7109375,6035.2431640625,1549938.0,0.28879444451696346
6738.94775390625,6614.0,6135.71337890625,6300.27001953125,6404.421875,5862.69775390625,-1296.62890625,6353.9453125,5994.5859375,5994.19091796875,1566604.0,0.2918997611246727
6634.20361328125,6508.46875,-304.6127014160156,6633.50634765625,6373.78125,6145.02490234375,369.5526428222656,6106.55810546875,5910.021484375,6327.8759765625,1583270.0,0.295005077732382
6751.65380859375,6703.19140625,5945.185546875,6474.36328125,6450.2666015625,6092.77490234375,3967.01318359375,6134.93798828125,1174.7169189453125,6294.638671875,1599936.0,0.2981103943400913
6554.6943359375,6630.291015625,3958.9501953125,1390.280517578125,6280.82421875,6412.1279296875,2839.28076171875,6199.6767578125,6099.82666015625,-311.32513427734375,1616602.0,0.3012157109478006
111.38453674316406,6490.38232421875,5765.87890625,6430.8564453125,6485.291015625,6173.4345703125,1777.0364990234375,6297.62841796875,6107.25244140625,6176.53662109375,1633268.0,0.3043210275555099
6578.5478515625,6556.048828125,5604.54345703125,6278.6298828125,6405.17431640625,5865.353515625,2635.23095703125,6332.958984375,884.1736450195312,6334.8193359375,1649934.0,0.3074263441632191
6536.09033203125,-67.11805725097656,-83.1285629272461,6524.66796875,6451.8916015625,6229.576171875,4847.52294921875,6354.25146484375,6028.2138671875,6183.5146484375,1666600.0,0.3105316607709284
6531.18408203125,6794.55126953125,-547.8770751953125,4824.67138671875,6326.86181640625,6167.6611328125,4758.48486328125,6119.06298828125,6011.84814453125,6435.89892578125,1683266.0,0.3136369773786377
6698.4453125,6566.28125,5786.83203125,6487.03955078125,6555.16064453125,6437.36181640625,4728.8505859375,6064.24560546875,6245.087890625,6446.263671875,1699932.0,0.316742293986347
6737.08447265625,6811.59228515625,6226.57275390625,6500.7529296875,6604.14404296875,6261.2216796875,2430.37646484375,6052.85498046875,5802.92919921875,6552.24658203125,1716598.0,0.31984761059405625
6803.15966796875,6714.80615234375,6091.9052734375,4911.17724609375,6612.6845703125,6434.3828125,4482.0654296875,6368.34326171875,6004.09716796875,6323.25,1733264.0,0.32295292720176555
-1764.4615478515625,6742.787109375,-2051.0166015625,6578.14501953125,6517.6904296875,6475.3779296875,4811.82373046875,6052.54931640625,5830.337890625,6395.8349609375,1749930.0,0.32605824380947485
6458.6787109375,6888.3173828125,5284.52587890625,6675.55859375,-1713.9874267578125,6360.58349609375,3011.701171875,6396.640625,5996.046875,-9.247740745544434,1766596.0,0.32916356041718414
6436.978515625,6598.88525390625,5727.1591796875,6623.365234375,6207.3359375,6170.45263671875,4933.52490234375,6387.2373046875,5793.88916015625,-591.6007080078125,1783262.0,0.33226887702489344
6730.6865234375,6563.173828125,225.06028747558594,6394.00390625,6381.38037109375,3152.30419921875,5018.98388671875,74.94942474365234,575.1307983398438,-849.7261352539062,1799928.0,0.3353741936326027
6592.279296875,6655.955078125,5693.9130859375,6725.7548828125,-1523.0740966796875,6488.4365234375,5125.927734375,6398.68359375,6110.81396484375,-0.014782000333070755,1816594.0,0.338479510240312
6636.109375,-1731.39404296875,6108.3095703125,6606.099609375,-1299.73681640625,6403.20458984375,4743.96728515625,6225.52734375,6308.54345703125,-1101.6739501953125,1833260.0,0.3415848268480213
6746.876953125,6555.48388671875,6099.29541015625,6802.267578125,-1353.065673828125,6431.31298828125,4965.56005859375,6324.22607421875,6027.447265625,-1444.6524658203125,1849926.0,0.34469014345573057
6670.07470703125,6583.89794921875,5134.73046875,6486.0869140625,6388.8564453125,6264.044921875,4660.67724609375,6359.75732421875,5967.9248046875,-1107.2547607421875,1866592.0,0.34779546006343987
6620.623046875,6516.5458984375,4937.26708984375,6484.81396484375,2567.262939453125,6572.798828125,483.1700744628906,6255.23046875,5945.322265625,878.76025390625,1883258.0,0.3509007766711491
6605.12060546875,5725.22509765625,1732.5682373046875,6429.2431640625,6275.37890625,6344.82666015625,4868.9365234375,6295.1220703125,6013.56787109375,245.49652099609375,1899924.0,0.3540060932788584
-0.4307810068130493,6771.63818359375,537.6005249023438,6303.6298828125,2499.53173828125,6566.50830078125,4932.8798828125,6359.4111328125,6293.26025390625,5536.1591796875,1916590.0,0.3571114098865677
6385.6181640625,-2962.7734375,5946.9658203125,6161.611328125,6264.47705078125,6644.12060546875,5346.3623046875,6278.890625,6094.177734375,5634.49267578125,1933256.0,0.360216726494277
6770.66845703125,6814.5546875,2909.555908203125,6491.93896484375,6593.49462890625,6440.6650390625,5111.5986328125,6270.28857421875,676.6651611328125,5906.94384765625,1949922.0,0.36332204310198624
6821.30419921875,6562.46875,6177.1416015625,6378.205078125,6259.9599609375,6321.22412109375,5190.22705078125,6400.0361328125,6267.88427734375,5757.01953125,1966588.0,0.36642735970969553
6736.6796875,-1473.246337890625,-1914.1590576171875,6778.5146484375,6305.94384765625,6737.95849609375,5408.837890625,6469.4794921875,6352.86083984375,6034.2333984375,1983254.0,0.36953267631740483
6479.619140625,6470.3974609375,6209.12109375,6603.3271484375,6280.8505859375,6561.57861328125,5362.17578125,6241.87939453125,6227.6259765625,6017.14453125,1999920.0,0.3726379929251141
6740.97802734375,6465.7138671875,915.3722534179688,6575.64111328125,6166.93798828125,-1475.9862060546875,5272.8408203125,6374.61474609375,6390.1513671875,6035.875,2016586.0,0.3757433095328234
6422.22607421875,6499.8779296875,1094.9769287109375,6571.302734375,6309.7724609375,2156.961181640625,5235.73828125,6447.0693359375,6270.39990234375,6082.81884765625,2033252.0,0.37884862614053266
6676.86572265625,6633.11962890625,833.1259765625,6766.1875,2732.947998046875,6539.13525390625,5204.65966796875,6650.48828125,6290.5595703125,6008.3427734375,2049918.0,0.38195394274824196
-1485.45166015625,6415.46240234375,6304.5263671875,6742.90478515625,6626.59033203125,6378.9228515625,5340.47998046875,6561.2470703125,6091.9658203125,6054.0537109375,2066584.0,0.38505925935595126
6029.73388671875,6699.5751953125,6326.0302734375,6685.8291015625,6256.95361328125,6497.43896484375,5325.75732421875,6359.0888671875,6325.6591796875,2823.23193359375,2083250.0,0.38816457596366055
6262.64794921875,6569.859375,6008.3583984375,6585.34765625,6506.912109375,-1339.7435302734375,5483.66162109375,6369.1044921875,6339.728515625,6019.595703125,2099916.0,0.3912698925713698
6059.6025390625,-1438.28466796875,6303.353515625,6502.34326171875,844.116943359375,6673.86962890625,5405.2587890625,6308.8017578125,6281.7412109375,62.770530700683594,2116582.0,0.3943752091790791
2526.680908203125,6501.8466796875,1719.74169921875,6660.0771484375,6593.1015625,6444.45947265625,5489.55419921875,6310.79833984375,6439.818359375,6071.82568359375,2133248.0,0.3974805257867884
6387.51708984375,6903.25634765625,6092.30029296875,6798.41455078125,6562.67578125,6232.43115234375,5673.79931640625,6569.28515625,845.7861328125,6184.443359375,2149914.0,0.4005858423944977
6769.869140625,3499.5458984375,6415.1884765625,6862.4189453125,6474.3076171875,6236.09814453125,5636.3427734375,-1759.4368896484375,6320.8994140625,6234.4599609375,2166580.0,0.403691159002207
6748.98876953125,6504.09326171875,6164.34814453125,6568.150390625,6486.38427734375,6489.33203125,5563.01416015625,-2579.37744140625,6250.0478515625,6099.1787109375,2183246.0,0.4067964756099162
6625.26318359375,6131.01025390625,5403.4541015625,6705.0029296875,6597.0771484375,6655.34521484375,2967.901123046875,6186.91357421875,6304.44921875,4776.86279296875,2199912.0,0.4099017922176255
-1061.9754638671875,6727.6748046875,6296.50537109375,6689.46337890625,6628.837890625,6253.673828125,3223.853271484375,6426.8388671875,6245.4521484375,6076.234375,2216578.0,0.4130071088253348
2946.428955078125,6556.115234375,6057.92529296875,6722.41357421875,6791.658203125,6640.0625,5545.3994140625,-578.2069702148438,6167.49365234375,6498.20263671875,2233244.0,0.4161124254330441
5529.57421875,6630.3837890625,1177.80126953125,6751.76611328125,6623.0458984375,6456.578125,3229.15478515625,-15.698625564575195,6125.7568359375,6302.93115234375,2249910.0,0.41921774204075335
6672.7666015625,6020.99072265625,6292.1357421875,6759.51025390625,6502.85595703125,6343.7490234375,-1773.6463623046875,6210.5400390625,6292.162109375,4591.3642578125,2266576.0,0.42232305864846265
6665.236328125,6156.396484375,6343.267578125,6836.5810546875,6769.69921875,6378.7158203125,5056.01611328125,-12.017622947692871,6359.40625,6012.7666015625,2283242.0,0.42542837525617194
6696.15771484375,6681.34033203125,6136.7109375,6442.4921875,6721.9912109375,6144.5224609375,5549.28955078125,4293.36865234375,6393.2333984375,6295.57470703125,2299908.0,0.42853369186388124
6661.62744140625,6492.99658203125,6301.4814453125,6685.44384765625,6508.794921875,6625.76220703125,5318.76806640625,6460.6982421875,6397.4248046875,6276.7705078125,2316574.0,0.43163900847159054
6682.74609375,6508.396484375,6358.67626953125,6578.35888671875,6389.3369140625,6383.95849609375,5750.89599609375,6591.82275390625,6457.111328125,6310.982421875,2333240.0,0.4347443250792998
6545.7236328125,6529.65966796875,6441.2841796875,6768.94091796875,6557.859375,1053.1021728515625,5373.7431640625,6410.3330078125,6375.287109375,-68.58457946777344,2349906.0,0.4378496416870091
6780.70166015625,6722.10107421875,6225.23681640625,6723.6015625,6687.8720703125,6543.484375,5822.45263671875,1445.5030517578125,6475.10595703125,6224.466796875,2366572.0,0.44095495829471837
6901.99267578125,6529.08935546875,6283.3681640625,6576.55712890625,6740.8349609375,3648.04345703125,5623.9033203125,1173.318359375,6518.67138671875,6255.77587890625,2383238.0,0.44406027490242767
6705.74755859375,6747.40869140625,6539.349609375,42.79526901245117,6694.2890625,6532.55859375,3707.606689453125,6400.66796875,-1790.2099609375,6382.2119140625,2399904.0,0.4471655915101369
6903.787109375,6826.42431640625,2033.4544677734375,-889.745361328125,-659.6976318359375,6598.33349609375,5331.919921875,6473.07861328125,6279.89306640625,6134.2783203125,2416570.0,0.4502709081178462
6382.66796875,6810.984375,-164.70706176757812,6701.77880859375,6654.43896484375,6608.9287109375,5662.41650390625,6252.4892578125,339.62652587890625,6416.13037109375,2433236.0,0.4533762247255555
