eval/return/x1f2trra,eval/return/wu62e70u,eval/return/rpme6gc1,eval/return/o0naydrt,eval/return/ay38igga,eval/return/ovigzt0h,eval/return/lrgdwhpn,eval/return/dow2i9br,eval/return/9nruyw6u,eval/return/dw4pzyrs,step,wallclock
9195.8017578125,10149.4013671875,10765.52734375,9403.07421875,8935.9638671875,10395.0595703125,10932.779296875,10483.63671875,7746.4638671875,9698.150390625,483314.0,0.078501632407418
8911.796875,10531.5556640625,10726.8154296875,9524.0595703125,8816.7158203125,10366.37890625,10796.7744140625,10584.416015625,7996.0244140625,10129.6025390625,499980.0,0.08120858524905311
9119.9921875,10635.3037109375,11034.97265625,9903.0732421875,9257.0478515625,10373.0283203125,10874.580078125,10651.8828125,7928.46826171875,10283.9248046875,516646.0,0.0839155380906882
9590.3271484375,10583.2880859375,10704.9697265625,9699.291015625,9141.7578125,10692.96875,11314.76171875,10482.0166015625,8374.4404296875,8769.95703125,533312.0,0.08662249093232331
10025.17578125,10590.1826171875,10597.2060546875,9704.8759765625,8993.0390625,10385.654296875,10965.498046875,10611.029296875,8372.98046875,10400.041015625,549978.0,0.08932944377395842
9299.16796875,10679.5029296875,11185.423828125,9867.5986328125,9506.3154296875,10487.458984375,11278.2783203125,10068.6884765625,8179.18798828125,10301.451171875,566644.0,0.09203639661559351
9761.119140625,10664.4951171875,11148.8486328125,10383.23828125,9416.548828125,10629.7421875,10896.20703125,10526.8828125,8315.142578125,10571.447265625,583310.0,0.09474334945722862
9636.439453125,11050.669921875,11173.7255859375,9728.130859375,9225.9501953125,10530.923828125,10253.2373046875,10714.935546875,8328.1796875,10132.6982421875,599976.0,0.09745030229886373
9730.8125,8746.1357421875,10903.591796875,10211.224609375,9624.3828125,10677.3720703125,11210.44921875,10605.39453125,8480.3896484375,10462.6318359375,616642.0,0.10015725514049884
9899.2138671875,10615.337890625,11276.9580078125,10161.60546875,9248.9248046875,10650.8056640625,11406.7587890625,10935.5185546875,8425.017578125,10282.033203125,633308.0,0.10286420798213393
9965.69140625,11225.138671875,11265.8642578125,10277.7470703125,9552.5068359375,10657.6123046875,11337.095703125,11071.1982421875,8328.181640625,10271.9208984375,649974.0,0.10557116082376904
9843.681640625,11180.9609375,11488.4091796875,10404.6318359375,9493.8525390625,10879.748046875,11014.744140625,11023.0869140625,8443.7041015625,10523.349609375,666640.0,0.10827811366540414
10092.1484375,11221.607421875,11527.5966796875,10153.83984375,9999.798828125,11127.4091796875,10917.7841796875,10588.2939453125,8599.634765625,10687.533203125,683306.0,0.11098506650703924
10303.4267578125,11417.0810546875,11570.3369140625,10483.7021484375,9631.654296875,11240.8916015625,11398.2763671875,10814.7548828125,8467.7099609375,10532.9052734375,699972.0,0.11369201934867434
9395.6435546875,11652.021484375,11767.185546875,10614.5712890625,9174.0693359375,11028.53125,10943.12890625,10921.8642578125,8536.587890625,9839.1767578125,716638.0,0.11639897219030945
10094.6630859375,11806.3759765625,11831.0517578125,10301.341796875,10051.8310546875,11131.2822265625,11397.5556640625,11057.5810546875,8228.5126953125,10597.3662109375,733304.0,0.11910592503194456
10238.306640625,11024.4765625,11726.7197265625,10594.0703125,9816.9423828125,11210.662109375,11403.685546875,11191.7841796875,8382.716796875,10372.4326171875,749970.0,0.12181287787357965
10595.767578125,11434.6767578125,11877.82421875,10830.294921875,10283.2548828125,11283.71875,11507.177734375,11166.77734375,8476.0185546875,10752.4599609375,766636.0,0.12451983071521476
10368.09765625,11955.8759765625,11413.9248046875,10631.8076171875,10291.0615234375,11316.6796875,11832.2529296875,11251.2998046875,8741.298828125,10740.767578125,783302.0,0.12722678355684985
10587.2177734375,11879.1171875,11863.17578125,10737.1357421875,10190.3037109375,11374.0185546875,11549.9189453125,10823.50390625,8710.6337890625,10675.3271484375,799968.0,0.12993373639848496
10739.5234375,11832.9541015625,12051.8388671875,11137.8974609375,10362.3701171875,11065.544921875,11639.81640625,11110.5546875,8692.47265625,10323.6982421875,816634.0,0.13264068924012007
10933.84375,11976.1083984375,11945.0146484375,11050.8154296875,10243.0966796875,11219.2314453125,11799.345703125,11389.0830078125,8744.865234375,10813.8193359375,833300.0,0.13534764208175518
11050.328125,12482.4716796875,11861.220703125,11199.26171875,10439.8896484375,11383.705078125,11298.1123046875,11231.7744140625,8632.4931640625,10966.05078125,849966.0,0.13805459492339028
10730.810546875,12341.142578125,11984.5478515625,11191.912109375,9962.0302734375,11422.35546875,11639.8916015625,11377.384765625,8647.2890625,10955.6865234375,866632.0,0.1407615477650254
10916.6064453125,11250.2939453125,12339.4345703125,11146.4658203125,10056.380859375,11266.91796875,11246.1689453125,11384.9443359375,8552.3330078125,10756.59375,883298.0,0.1434685006066605
10925.513671875,11921.1513671875,12318.5830078125,11355.04296875,10303.8076171875,10804.5400390625,11168.4111328125,11268.501953125,8549.1162109375,10665.1875,899964.0,0.14617545344829558
10970.7548828125,11678.5244140625,11822.3935546875,11078.765625,10548.783203125,11430.197265625,11962.7919921875,11574.37109375,8868.171875,10782.6396484375,916630.0,0.14888240628993069
11122.7158203125,11772.0380859375,12208.57421875,11306.8203125,10257.9658203125,11458.5341796875,11906.1279296875,11205.1533203125,8711.7734375,8428.337890625,933296.0,0.1515893591315658
11163.013671875,11158.9404296875,11885.7841796875,11493.724609375,10385.3857421875,11551.6953125,11853.7353515625,11364.841796875,8865.357421875,11016.310546875,949962.0,0.1542963119732009
11216.6455078125,12205.5322265625,12364.6337890625,11333.0146484375,10564.4853515625,11413.65625,11851.09375,11167.037109375,8849.57421875,11045.7841796875,966628.0,0.157003264814836
11351.515625,12834.9111328125,12245.51953125,11091.3603515625,10688.216796875,11583.986328125,11309.40234375,11007.4951171875,8906.453125,10718.49609375,983294.0,0.15971021765647112
11237.3173828125,12531.349609375,12452.84765625,11727.41796875,10464.1103515625,11468.6455078125,12455.5224609375,11016.595703125,8899.6572265625,10955.888671875,999960.0,0.16241717049810622
11498.2880859375,12086.3984375,12254.8193359375,11517.1220703125,10897.4345703125,11491.6474609375,12150.4833984375,11482.865234375,8822.8056640625,11215.9833984375,1016626.0,0.1651241233397413
11470.63671875,12493.447265625,12515.2666015625,11526.11328125,10617.505859375,11669.642578125,12014.2890625,11724.873046875,8848.875,11282.0146484375,1033292.0,0.1678310761813764
11609.638671875,12799.6640625,12656.8369140625,11794.8525390625,10715.701171875,11555.9013671875,12259.0283203125,11694.849609375,8654.56640625,11318.6728515625,1049958.0,0.17053802902301152
11364.8154296875,12474.046875,12571.1787109375,11852.443359375,10744.046875,11572.4619140625,12401.4609375,11775.353515625,8707.1181640625,11390.3857421875,1066624.0,0.17324498186464662
11476.974609375,13085.4169921875,12365.4345703125,11980.1943359375,10415.259765625,11490.291015625,12290.072265625,11690.66015625,8275.529296875,10998.6123046875,1083290.0,0.17595193470628173
11452.119140625,13392.8330078125,12886.615234375,11778.5400390625,10771.8427734375,11621.2958984375,12126.1435546875,11685.3447265625,8913.001953125,11154.51953125,1099956.0,0.17865888754791684
11115.791015625,14120.1650390625,12199.908203125,12222.890625,10639.328125,11517.6708984375,12370.0947265625,11454.42578125,8788.0029296875,11218.6630859375,1116622.0,0.18136584038955195
11706.0244140625,13061.140625,12837.0087890625,12180.0,10785.056640625,11947.7685546875,11895.623046875,11325.8779296875,9089.642578125,11335.412109375,1133288.0,0.18407279323118703
11189.7392578125,13242.33984375,12567.08984375,12229.9345703125,10742.3193359375,11628.107421875,12077.8505859375,12124.568359375,9076.80078125,11285.68359375,1149954.0,0.18677974607282213
11983.298828125,13951.712890625,12481.54296875,12222.98828125,10860.8603515625,11756.76953125,12546.09765625,11697.5771484375,8948.583984375,11195.86328125,1166620.0,0.18948669891445724
12274.81640625,13039.71875,12777.1044921875,12498.6630859375,10969.51953125,11714.6376953125,12621.5029296875,11767.05078125,8975.8759765625,11449.0791015625,1183286.0,0.19219365175609235
12107.7392578125,13258.7080078125,12722.787109375,11911.068359375,11025.42578125,11916.2294921875,12542.06640625,11712.6416015625,8985.7490234375,11541.6884765625,1199952.0,0.19490060459772746
12344.875,13571.642578125,12884.68359375,12186.958984375,10839.267578125,11927.6787109375,12767.66796875,11281.353515625,8977.560546875,11649.8623046875,1216618.0,0.19760755743936256
12515.30859375,14097.962890625,13031.29296875,13056.572265625,11112.6171875,12068.0234375,12351.05078125,11480.5078125,9114.208984375,11328.5771484375,1233284.0,0.20031451028099767
12648.841796875,12667.08984375,13113.66796875,12078.9169921875,10684.4873046875,12081.890625,12508.9541015625,12055.03125,9124.1015625,11721.1982421875,1249950.0,0.20302146312263275
11947.59375,13107.4326171875,12705.15625,12339.9150390625,10941.9501953125,11821.439453125,11374.5556640625,12050.4208984375,9050.6552734375,11372.3740234375,1266616.0,0.20572841596426786
12361.2021484375,13602.76953125,12849.5537109375,13478.2099609375,10572.845703125,11813.9658203125,12482.44921875,11683.3974609375,8829.8359375,11728.9248046875,1283282.0,0.20843536880590297
12677.697265625,13910.07421875,13169.701171875,13004.498046875,10925.63671875,11811.806640625,13179.0234375,11773.7119140625,9005.111328125,11787.1455078125,1299948.0,0.21114232164753807
11868.6044921875,13720.126953125,13064.7001953125,13034.1435546875,10713.1865234375,11909.4072265625,12206.3095703125,11970.3779296875,1659.309326171875,11804.291015625,1316614.0,0.21384927448917318
12879.4736328125,13684.3232421875,12964.54296875,12473.529296875,11124.255859375,11876.8701171875,13285.5732421875,11984.15625,8781.611328125,11506.3095703125,1333280.0,0.2165562273308083
12211.5732421875,13776.4287109375,12799.9638671875,13172.791015625,11037.06640625,11951.408203125,12298.06640625,12229.1591796875,9251.818359375,11798.7880859375,1349946.0,0.2192631801724434
12233.78125,13255.1787109375,13309.8955078125,13982.42578125,11204.244140625,11700.453125,12656.6005859375,12111.9873046875,8889.681640625,11766.6201171875,1366612.0,0.22197013301407847
12360.8095703125,14436.0732421875,12981.796875,11961.283203125,11328.068359375,12099.2470703125,13713.6083984375,12341.841796875,9317.197265625,11677.0703125,1383278.0,0.22467708585571358
12550.404296875,13345.0947265625,13396.2451171875,12775.990234375,10858.2021484375,11542.2138671875,13517.7958984375,12070.6162109375,9631.9921875,11498.9052734375,1399944.0,0.2273840386973487
12800.087890625,13313.5234375,13227.576171875,14035.6484375,11137.328125,12069.2001953125,13106.07421875,12102.1201171875,9666.328125,11961.5615234375,1416610.0,0.2300909915389838
12921.7421875,14232.26953125,13119.84765625,14104.205078125,11061.7373046875,11573.779296875,13911.7724609375,12070.3046875,9505.0498046875,12176.376953125,1433276.0,0.2327979443806189
12983.4501953125,13866.537109375,13275.6259765625,13084.25390625,11094.9970703125,12341.099609375,13653.3125,12628.853515625,9545.9619140625,12329.2060546875,1449942.0,0.235504897222254
12444.533203125,13874.939453125,13069.724609375,14001.6689453125,11029.9580078125,12253.5888671875,13649.5654296875,12220.9091796875,9385.4658203125,12465.2646484375,1466608.0,0.23821185006388912
12825.6435546875,13911.728515625,13047.23046875,14400.9033203125,11526.861328125,12016.8603515625,13429.431640625,11941.775390625,9677.0712890625,12296.5673828125,1483274.0,0.2409188029055242
12220.6162109375,13264.4345703125,13249.2138671875,14212.8603515625,11056.9775390625,12147.2109375,13512.0673828125,12203.7646484375,9637.0341796875,12235.3134765625,1499940.0,0.2436257557471593
12932.681640625,14096.6640625,13358.69921875,14896.0791015625,11294.8291015625,12449.775390625,12923.4404296875,11751.693359375,9418.8369140625,12327.154296875,1516606.0,0.2463327085887944
13010.2861328125,14444.62890625,13685.453125,13504.5625,11288.494140625,12441.333984375,13147.578125,11851.6865234375,9658.4169921875,12720.20703125,1533272.0,0.24903966143042952
13199.4130859375,14433.3291015625,13436.349609375,13603.90234375,11211.705078125,12706.2333984375,13591.0556640625,12282.919921875,9608.33203125,11821.66015625,1549938.0,0.25174661427206463
12243.6171875,14477.2939453125,13879.1826171875,14414.1806640625,11202.6962890625,12523.2294921875,14293.59375,12308.306640625,9601.66796875,12429.6083984375,1566604.0,0.2544535671136997
12915.44140625,14574.3408203125,13660.6044921875,14440.1162109375,11291.138671875,12467.9775390625,13913.1376953125,12628.8828125,10357.787109375,12863.62109375,1583270.0,0.25716051995533484
13358.25390625,14189.013671875,13762.4453125,14450.4794921875,11437.8974609375,12449.5302734375,14367.166015625,12224.0771484375,9702.2158203125,12118.828125,1599936.0,0.2598674727969699
12709.8203125,14410.3974609375,14177.783203125,14822.4052734375,11174.4873046875,11970.3095703125,13859.9873046875,12266.560546875,9742.5107421875,12544.6337890625,1616602.0,0.26257442563860506
13335.267578125,14392.8388671875,13773.0244140625,14560.8701171875,11433.404296875,12204.8876953125,14210.8798828125,12133.2978515625,9814.51953125,11694.927734375,1633268.0,0.26528137848024014
13444.7705078125,14596.2138671875,14130.732421875,14929.0966796875,11353.3837890625,12544.1484375,12961.626953125,12645.4814453125,9598.884765625,12491.64453125,1649934.0,0.2679883313218753
13213.1123046875,14440.4619140625,13461.197265625,14527.5380859375,11222.984375,12980.3779296875,13977.833984375,12289.6435546875,9865.490234375,12097.5712890625,1666600.0,0.27069528416351035
13067.23046875,14414.0458984375,14794.392578125,14855.4296875,11298.705078125,12834.8212890625,14703.2431640625,12288.4326171875,9921.3310546875,12404.8251953125,1683266.0,0.27340223700514543
13243.939453125,14130.09765625,14438.9521484375,14735.9921875,11185.119140625,13086.3056640625,15067.5703125,12404.2255859375,9678.7490234375,12268.984375,1699932.0,0.27610918984678057
13373.34765625,14002.806640625,14345.37109375,14885.6962890625,11250.4208984375,12457.2607421875,14116.3798828125,12646.548828125,9683.01171875,12953.3505859375,1716598.0,0.27881614268841565
13242.31640625,14563.0166015625,14756.7998046875,14782.6767578125,11398.646484375,12796.4443359375,14400.140625,12590.857421875,10003.7216796875,13078.8017578125,1733264.0,0.2815230955300508
13701.5615234375,14731.6279296875,14616.1533203125,14450.87890625,11136.3740234375,13349.4267578125,14504.1484375,12635.4990234375,9572.90234375,12707.10546875,1749930.0,0.28423004837168586
13524.79296875,14414.7373046875,14661.4306640625,14904.98046875,11176.9267578125,13024.3818359375,14719.0791015625,12487.1328125,9748.9423828125,13068.2099609375,1766596.0,0.286937001213321
12920.2724609375,14484.439453125,14467.29296875,14841.24609375,11299.220703125,12982.3544921875,14874.3828125,12567.072265625,10009.3330078125,13208.833984375,1783262.0,0.2896439540549561
13186.8505859375,14615.9755859375,14704.9345703125,14970.32421875,11364.1025390625,13295.1171875,15009.9814453125,12790.5,9672.712890625,12854.1318359375,1799928.0,0.29235090689659116
13360.8271484375,14503.24609375,14245.7001953125,14584.95703125,11254.8359375,13413.2333984375,15136.1669921875,12885.2734375,9742.05859375,12704.404296875,1816594.0,0.2950578597382263
13630.26953125,14406.5908203125,14539.02734375,15290.28125,11491.2568359375,12982.03125,14551.91015625,12842.3984375,9733.0,13380.4736328125,1833260.0,0.29776481257986137
13545.3818359375,14479.0732421875,15014.3046875,14893.2890625,11325.388671875,13106.71484375,14770.798828125,12661.34375,10187.1103515625,13166.7265625,1849926.0,0.3004717654214965
13068.5380859375,14607.3828125,14226.66015625,14971.662109375,11287.7919921875,12961.90234375,14490.3564453125,12744.6728515625,9545.9365234375,12884.1611328125,1866592.0,0.3031787182631316
13587.2060546875,14528.36328125,14726.9892578125,14775.6884765625,11551.8720703125,13036.025390625,15030.23828125,12677.7568359375,10012.2568359375,13338.419921875,1883258.0,0.3058856711047667
12925.896484375,14685.3544921875,14314.287109375,15090.70703125,11015.7890625,13752.46484375,15563.830078125,12679.6611328125,10339.4453125,13323.564453125,1899924.0,0.3085926239464018
13699.0400390625,14244.4716796875,14081.646484375,15211.296875,11449.3486328125,10741.203125,14561.7236328125,12596.853515625,10262.388671875,12663.4912109375,1916590.0,0.3112995767880369
13284.94140625,14514.30859375,15003.0576171875,14836.6376953125,11476.626953125,13489.4638671875,14796.919921875,12100.8828125,9859.0693359375,13286.5234375,1933256.0,0.314006529629672
13524.36328125,14738.3916015625,15014.1376953125,15133.955078125,11293.71484375,13206.64453125,15419.2353515625,12902.001953125,9714.5849609375,12975.9736328125,1949922.0,0.3167134824713071
13613.470703125,14503.3076171875,15106.099609375,15266.4970703125,11146.2724609375,14212.181640625,15117.4736328125,12770.87890625,10221.466796875,12963.15234375,1966588.0,0.31942043531294223
13760.2578125,14218.3828125,15192.09375,14853.42578125,11444.61328125,13308.515625,15527.0341796875,12672.3544921875,9816.1494140625,13288.654296875,1983254.0,0.3221273881545773
13578.1064453125,14705.9970703125,15001.8603515625,15191.4658203125,11441.2568359375,13236.1328125,15529.447265625,12877.09765625,10225.3232421875,13420.466796875,1999920.0,0.32483434099621245
13888.1787109375,14317.3173828125,9024.216796875,15008.296875,11037.6044921875,13234.8369140625,15203.8310546875,12843.185546875,9707.3271484375,13499.5048828125,2016586.0,0.3275412938378475
13657.55859375,14123.4892578125,15235.08203125,14985.2109375,11276.34765625,13473.703125,14782.2666015625,12429.2001953125,10432.7724609375,13377.365234375,2033252.0,0.3302482466794826
12595.1396484375,14403.26953125,15445.5322265625,15342.515625,11580.685546875,14121.525390625,15565.1123046875,12696.0703125,10003.65625,13083.650390625,2049918.0,0.33295519952111774
13592.2744140625,14442.74609375,15212.8603515625,15108.09375,11379.5546875,13842.029296875,15135.52734375,12470.8828125,9912.4658203125,13313.7236328125,2066584.0,0.3356621523627528
13781.0048828125,14985.5546875,15406.4970703125,15220.279296875,11556.927734375,13463.0302734375,14288.4853515625,12833.380859375,10061.19140625,12559.0458984375,2083250.0,0.33836910520438795
13620.98046875,14609.4814453125,15140.4189453125,15253.2119140625,11417.556640625,14611.5546875,15193.3291015625,12337.3642578125,10145.9873046875,13008.7490234375,2099916.0,0.34107605804602303
13688.1298828125,14727.1435546875,15158.2802734375,15254.619140625,11612.1259765625,13895.6435546875,15545.4326171875,13139.3369140625,10432.4365234375,13550.7080078125,2116582.0,0.34378301088765817
-287.6788330078125,14677.6142578125,15308.2470703125,15038.6748046875,11320.021484375,14211.7099609375,15413.8046875,12891.5390625,9711.6064453125,12809.130859375,2133248.0,0.34648996372929325
13988.8544921875,14874.9521484375,15196.0029296875,15107.1875,11313.4775390625,13910.3349609375,15677.98046875,12642.1923828125,9875.373046875,12971.427734375,2149914.0,0.34919691657092833
13062.5869140625,14722.2958984375,15406.642578125,15057.2041015625,11603.732421875,13630.16796875,15443.853515625,13118.908203125,10452.349609375,13464.6220703125,2166580.0,0.35190386941256346
14102.447265625,14798.8212890625,15054.52734375,15104.5537109375,11316.9140625,14368.0654296875,15897.08203125,12875.4423828125,10271.9609375,13110.208984375,2183246.0,0.35461082225419854
13745.88671875,14557.7646484375,15415.0380859375,15115.173828125,11442.0830078125,13946.2548828125,15575.1884765625,13137.15625,10422.7685546875,13550.0712890625,2199912.0,0.3573177750958337
14368.470703125,14652.4443359375,15100.9501953125,15274.2177734375,11531.6005859375,14782.408203125,15799.3857421875,13339.1201171875,10050.3154296875,13266.8798828125,2216578.0,0.36002472793746876
13478.9365234375,14989.4912109375,15438.3134765625,15215.642578125,11651.849609375,14425.0703125,15669.158203125,13413.84375,10199.0244140625,13671.255859375,2233244.0,0.3627316807791039
13896.75390625,14943.4609375,15443.736328125,15264.2958984375,11663.693359375,14292.8447265625,15647.9619140625,13188.169921875,10127.5625,13494.04296875,2249910.0,0.365438633620739
14812.1015625,14746.7646484375,14964.73046875,15208.2734375,11329.423828125,14317.6787109375,16075.4287109375,13183.1787109375,10101.28125,13474.90234375,2266576.0,0.36814558646237405
12450.9453125,14500.857421875,15434.5234375,15182.6162109375,11873.30859375,14631.0439453125,15050.513671875,12994.2587890625,10244.3896484375,13436.7177734375,2283242.0,0.3708525393040092
14685.7783203125,14687.6083984375,14890.7890625,15129.8271484375,11837.3984375,14264.8388671875,15623.560546875,12120.5966796875,9995.4619140625,12618.4501953125,2299908.0,0.37355949214564427
14573.390625,14633.490234375,15630.1298828125,15344.1455078125,11529.1220703125,14335.638671875,14980.259765625,13323.7705078125,10179.017578125,13289.8759765625,2316574.0,0.3762664449872794
14578.0537109375,14657.0107421875,15711.4013671875,15226.314453125,11594.62890625,14276.7490234375,15984.2392578125,13166.099609375,10376.958984375,13443.150390625,2333240.0,0.3789733978289145
15019.8203125,14448.9541015625,15784.693359375,15237.1962890625,11681.435546875,14239.2216796875,15638.0869140625,13239.7626953125,10160.0107421875,13641.19140625,2349906.0,0.3816803506705496
14981.623046875,14819.6455078125,15908.05859375,15288.3740234375,11542.525390625,14403.0244140625,16026.37109375,13044.34765625,10055.3037109375,13682.3681640625,2366572.0,0.3843873035121847
15656.484375,15060.41015625,15198.462890625,15493.6220703125,11714.7529296875,14049.5107421875,16450.3125,13385.169921875,9738.814453125,13175.32421875,2383238.0,0.3870942563538198
15381.1943359375,14950.4619140625,15474.5654296875,15073.09375,11562.48828125,14348.6943359375,16067.271484375,13617.5927734375,10418.501953125,13468.6328125,2399904.0,0.3898012091954549
15270.119140625,14499.35546875,15446.45703125,15273.646484375,11449.4775390625,14332.208984375,15695.7890625,13619.9638671875,10083.849609375,13472.216796875,2416570.0,0.39250816203709
15189.98828125,14291.5009765625,15713.5029296875,15518.4951171875,11483.408203125,14199.2412109375,15163.986328125,13580.0546875,10009.703125,13592.53125,2433236.0,0.3952151148787251
15263.595703125,14566.59375,15742.5009765625,15111.255859375,11901.029296875,14070.8505859375,15919.400390625,13428.6962890625,10240.169921875,13680.6943359375,2449902.0,0.3979220677203602
14640.2216796875,14615.6015625,15628.091796875,15364.728515625,11726.0869140625,14581.439453125,16008.4296875,13504.5146484375,10067.62890625,13683.6279296875,2466568.0,0.40062902056199534
15485.6201171875,14857.5439453125,15838.3896484375,15172.3388671875,11848.783203125,14560.6318359375,16161.9453125,13410.7021484375,9914.037109375,13784.9619140625,2483234.0,0.4033359734036304
15244.0498046875,14852.7255859375,15712.0341796875,15118.0498046875,11163.6123046875,14832.00390625,16011.87109375,13762.037109375,10109.5537109375,13930.556640625,2499900.0,0.4060429262452655
14859.7822265625,14676.0888671875,15770.0693359375,14898.791015625,11637.2119140625,14506.1796875,15976.8798828125,13676.11328125,10158.23828125,13762.42578125,2516566.0,0.40874987908690064
15098.99609375,14845.1376953125,15822.462890625,15393.3818359375,11697.7490234375,14327.9189453125,15860.3251953125,13436.5283203125,9986.513671875,13776.0458984375,2533232.0,0.4114568319285357
