eval/return/yrp54ccz,eval/return/8ijn9b1d,eval/return/7l4hzuv5,eval/return/jhd24ua7,eval/return/i91cq4vx,eval/return/r1njeml3,eval/return/9lpcpxmp,eval/return/3kbjkcq7,eval/return/53rner56,eval/return/7abx8o9g,step,wallclock
159215.390625,160123.96875,157910.828125,171562.171875,171819.765625,159818.875,155210.875,160272.859375,161134.203125,150045.90625,2966548.0,0.8836663504183293
159220.796875,159712.75,157858.625,171819.265625,172352.0625,159889.53125,156641.078125,160930.09375,159387.140625,153207.90625,2983214.0,0.8886307681173087
158456.75,158581.21875,157834.1875,170908.09375,171052.296875,159942.453125,75029.546875,163101.703125,157877.765625,152392.796875,2999880.0,0.893595185816288
159478.25,159945.640625,157858.34375,171713.171875,169546.375,159480.703125,155791.3125,160875.390625,163533.5625,155539.15625,3016546.0,0.8985596035152674
159115.984375,157330.734375,157310.09375,171841.734375,172713.03125,159779.265625,79715.84375,164490.890625,160892.015625,152486.484375,3033212.0,0.9035240212142469
159371.53125,158488.0625,157243.84375,171433.9375,172580.09375,158722.71875,147076.65625,163972.984375,163116.8125,154378.078125,3049878.0,0.9084884389132263
159417.59375,159276.453125,157994.765625,172136.671875,172139.90625,159255.71875,151274.546875,160686.765625,164171.546875,148492.34375,3066544.0,0.9134528566122057
159406.734375,159964.4375,158149.703125,171899.0625,172697.09375,159638.59375,156064.34375,163613.15625,156801.9375,128713.0234375,3083210.0,0.918417274311185
158483.8125,160179.484375,158005.1875,171621.25,172869.875,159671.265625,155657.125,163920.265625,163509.265625,150045.328125,3099876.0,0.9233816920101644
159384.921875,160069.921875,158410.953125,172062.40625,172839.421875,159921.015625,154895.703125,161433.171875,163580.625,150412.203125,3116542.0,0.9283461097091438
158633.734375,158587.53125,158155.5625,170849.703125,172196.359375,159651.296875,154301.125,154508.484375,160358.1875,156515.484375,3133208.0,0.9333105274081231
159473.40625,159644.90625,157714.46875,172161.359375,172802.265625,159930.046875,156354.875,156047.28125,163751.859375,155436.375,3149874.0,0.9382749451071025
141330.515625,160915.515625,157868.453125,171736.765625,172578.78125,159439.0,153559.4375,164514.234375,160045.53125,151393.34375,3166540.0,0.9432393628060819
158899.875,158470.875,157977.484375,171813.515625,172809.734375,159911.953125,154949.34375,160104.109375,164250.171875,151540.484375,3183206.0,0.9482037805050613
159517.34375,159533.375,157732.921875,171764.3125,172837.8125,159806.8125,154260.6875,161568.875,158947.46875,154398.640625,3199872.0,0.9531681982040406
159500.421875,157000.15625,158341.6875,172337.046875,172875.859375,160155.171875,155903.0,164454.53125,163564.046875,154450.59375,3216538.0,0.95813261590302
158803.609375,159070.421875,157889.59375,172079.03125,172773.09375,159903.828125,151911.453125,162798.390625,163093.734375,151265.625,3233204.0,0.9630970336019994
157363.203125,154434.375,158093.171875,172138.03125,172877.53125,159883.21875,156528.84375,163111.84375,157097.84375,154030.171875,3249870.0,0.9680614513009788
158850.53125,157422.75,158164.0,171962.703125,172478.5,159603.859375,83456.703125,163785.375,159699.984375,154977.21875,3266536.0,0.9730258689999581
159042.5,157946.75,157779.765625,172206.25,172435.03125,159651.765625,156644.296875,137984.21875,157861.703125,155870.78125,3283202.0,0.9779902866989375
156442.96875,157688.171875,157947.8125,172699.21875,172884.21875,159895.453125,154022.015625,163473.21875,160276.703125,155426.171875,3299868.0,0.9829547043979169
157986.703125,154426.34375,154510.34375,172346.203125,172916.5,159570.65625,156572.03125,163786.0625,163144.0625,154900.828125,3316534.0,0.9879191220968963
159128.921875,156346.015625,157702.25,171940.75,172820.640625,159618.703125,154440.65625,162907.5,162343.765625,155164.484375,3333200.0,0.9928835397958756
158933.6875,154525.640625,157083.828125,172261.140625,172830.265625,159291.546875,154261.046875,161450.265625,163400.28125,155117.171875,3349866.0,0.997847957494855
159947.3125,155946.09375,157781.828125,172102.765625,172696.5625,159238.109375,154256.15625,161762.953125,163854.15625,155508.5625,3366532.0,1.0028123751938345
160052.3125,156266.296875,157436.140625,171952.859375,76964.8984375,159521.3125,156171.46875,161010.34375,160904.484375,155263.375,3383198.0,1.0077767928928139
160039.125,157626.46875,156500.546875,171656.125,172754.0,159787.1875,155563.328125,163531.890625,162545.859375,155728.59375,3399864.0,1.0127412105917932
159965.0625,154499.3125,157166.59375,171938.390625,172905.421875,159598.59375,156629.6875,161738.84375,159681.453125,155952.328125,3416530.0,1.0177056282907726
159995.03125,152621.78125,158028.34375,171954.671875,172952.375,159562.921875,155812.6875,162801.359375,161780.03125,156288.453125,3433196.0,1.022670045989752
159678.890625,153226.34375,157074.515625,171622.140625,172954.015625,159663.109375,155061.640625,163790.4375,163966.125,156104.890625,3449862.0,1.0276344636887313
159757.3125,152842.90625,157305.8125,172388.84375,172987.78125,159474.140625,82912.3671875,163956.28125,162236.546875,155777.4375,3466528.0,1.0325988813877107
159670.078125,157516.078125,157993.078125,172659.640625,172903.96875,159814.859375,152592.671875,164941.28125,162840.84375,156073.1875,3483194.0,1.03756329908669
159827.265625,151385.96875,154017.671875,171979.8125,172858.59375,159419.328125,153913.078125,164042.65625,162892.4375,155887.890625,3499860.0,1.0425277167856695
159649.859375,156494.734375,154856.375,172578.125,172864.921875,112823.9453125,154083.609375,155651.046875,163318.484375,155604.140625,3516526.0,1.0474921344846488
159693.671875,157407.609375,157158.90625,172406.53125,173039.046875,154067.796875,154148.09375,163141.71875,161445.578125,155859.375,3533192.0,1.0524565521836282
159480.140625,159209.5,157803.8125,168536.25,172705.75,150987.046875,156695.984375,164762.125,164425.375,155728.234375,3549858.0,1.0574209698826076
159355.890625,157006.578125,157083.875,171023.1875,173099.390625,159586.171875,157285.625,163017.96875,163821.921875,154629.875,3566524.0,1.062385387581587
159949.84375,156398.734375,156710.90625,171855.734375,172566.34375,159766.921875,157808.0625,160246.109375,164091.828125,155919.359375,3583190.0,1.0673498052805663
159914.53125,157295.40625,158571.859375,153828.421875,172025.890625,155599.59375,155483.828125,160276.21875,164538.75,156891.5,3599856.0,1.0723142229795457
159649.5,157349.9375,157605.71875,171976.90625,172979.0,159789.171875,156106.59375,161686.46875,134817.171875,157307.15625,3616522.0,1.077278640678525
158952.234375,157250.09375,157416.609375,170262.65625,172993.375,159445.578125,156555.015625,163363.203125,164089.96875,155984.28125,3633188.0,1.0822430583775045
159962.203125,157464.3125,157521.359375,171423.828125,172709.5625,157233.546875,154062.59375,160386.296875,164184.625,151510.8125,3649854.0,1.0872074760764838
160019.875,156879.515625,157218.640625,171015.125,173090.421875,157788.5,155769.765625,159416.09375,163958.546875,150180.875,3666520.0,1.0921718937754632
158866.203125,159619.375,157534.3125,171641.515625,172193.09375,158077.328125,155611.34375,163633.515625,163211.8125,139457.703125,3683186.0,1.0971363114744426
159300.859375,159964.484375,157728.328125,172172.796875,172639.546875,159733.09375,157017.046875,163460.25,163522.828125,156287.59375,3699852.0,1.102100729173422
158265.34375,157630.9375,157640.25,171632.203125,172984.515625,159721.984375,154795.390625,164558.703125,162156.78125,149233.484375,3716518.0,1.1070651468724013
89067.71875,157821.359375,157796.796875,171158.578125,172831.421875,158295.265625,155376.75,163433.734375,162165.625,156742.125,3733184.0,1.1120295645713807
159899.484375,159627.125,157456.5,171678.0,173147.3125,157049.78125,157006.453125,162521.5625,163534.359375,155737.484375,3749850.0,1.11699398227036
158296.015625,160337.703125,158173.828125,170340.59375,172469.0625,159430.359375,156838.640625,165217.34375,160490.25,156102.5,3766516.0,1.1219583999693394
159559.84375,164643.078125,158306.65625,171930.421875,172664.265625,159748.8125,156767.71875,163100.28125,158797.78125,156379.25,3783182.0,1.1269228176683188
159777.4375,163135.953125,155610.109375,172540.125,172984.5625,159747.6875,154201.609375,164958.90625,164829.765625,156489.25,3799848.0,1.1318872353672982
159729.265625,161413.1875,157723.921875,168691.71875,172853.03125,158419.359375,157443.421875,163229.140625,162849.015625,156097.4375,3816514.0,1.1368516530662776
159116.640625,156556.03125,157926.375,171471.359375,172846.0625,158901.484375,77966.4609375,165244.5,163906.59375,151771.40625,3833180.0,1.141816070765257
158267.109375,162619.171875,158443.390625,171991.0625,172700.625,159548.375,157659.765625,164653.890625,163656.125,154131.28125,3849846.0,1.1467804884642363
159413.8125,162270.859375,157947.671875,163776.3125,171537.546875,159596.375,157295.984375,164420.890625,162044.5625,154960.015625,3866512.0,1.1517449061632157
159262.0,160370.015625,157902.71875,168589.03125,172227.046875,158084.96875,156339.15625,165062.25,159993.765625,154190.0625,3883178.0,1.156709323862195
159180.5625,163136.34375,157791.8125,171642.734375,172783.625,159837.390625,157067.203125,163822.609375,161892.90625,155481.1875,3899844.0,1.1616737415611744
158781.140625,160233.75,158461.703125,171425.421875,171146.21875,159828.296875,157204.96875,164491.34375,158962.125,155965.984375,3916510.0,1.166638159260154
158756.8125,161156.265625,157795.15625,171258.703125,171906.828125,158908.078125,157026.734375,164075.28125,127622.359375,157487.34375,3933176.0,1.1716025769591334
158213.390625,153086.078125,157917.203125,171806.71875,172683.90625,159398.9375,156248.65625,163926.859375,163167.3125,147455.265625,3949842.0,1.1765669946581128
142692.4375,153211.21875,157664.734375,168407.828125,171400.96875,159856.984375,156508.953125,163047.75,164253.125,150246.546875,3966508.0,1.1815314123570921
159799.4375,159276.15625,158280.65625,172278.53125,172720.5,159813.34375,157162.625,163023.015625,160942.984375,156105.53125,3983174.0,1.1864958300560715
159687.4375,162059.0625,157597.3125,171622.578125,171926.71875,159299.359375,157087.03125,157557.484375,106653.859375,157107.359375,3999840.0,1.1914602477550509
159071.109375,154986.921875,158049.390625,171819.875,172143.921875,159808.234375,154747.109375,164276.421875,162380.265625,155395.578125,4016506.0,1.1964246654540303
159565.015625,159969.203125,157744.921875,171127.4375,172263.15625,159927.609375,156328.4375,165215.421875,157848.796875,155744.0,4033172.0,1.2013890831530096
158195.296875,159969.90625,158807.65625,172277.96875,170972.03125,159923.46875,153700.609375,165338.234375,164109.40625,156342.5,4049838.0,1.206353500851989
160026.90625,160928.046875,157855.140625,169453.125,172721.140625,159708.4375,156675.265625,164907.75,164419.421875,156716.59375,4066504.0,1.2113179185509684
155585.1875,162293.953125,158596.75,164036.25,172564.9375,159475.71875,157038.265625,164742.5,159577.671875,156806.125,4083170.0,1.2162823362499477
159963.265625,161141.234375,157748.59375,171406.640625,172629.6875,159737.21875,157006.0625,163728.015625,163356.484375,157289.390625,4099836.0,1.2212467539489271
159930.703125,163327.6875,158672.421875,171325.453125,172450.03125,159608.71875,157788.546875,164128.578125,162731.890625,156496.15625,4116502.0,1.2262111716479065
159844.75,161408.53125,157722.328125,168181.734375,173158.984375,159181.28125,156025.9375,164767.734375,164361.28125,156547.71875,4133168.0,1.2311755893468859
158064.671875,159412.34375,158111.046875,171520.15625,172731.3125,159255.109375,156438.78125,164255.328125,162712.390625,156902.390625,4149834.0,1.2361400070458652
158312.53125,164109.5,157846.78125,170966.515625,172518.578125,159937.515625,155714.40625,163432.09375,163754.46875,157275.078125,4166500.0,1.2411044247448446
159440.984375,160506.546875,157324.78125,172364.09375,172592.015625,159893.375,156428.921875,163847.0,162094.0,157406.234375,4183166.0,1.246068842443824
159716.4375,163428.8125,158340.09375,171717.796875,172302.46875,159503.921875,154385.40625,164191.671875,162919.40625,157079.390625,4199832.0,1.2510332601428034
160103.15625,163599.21875,156393.8125,172156.609375,172513.640625,159814.28125,158587.4375,164084.15625,164340.9375,156482.71875,4216498.0,1.2559976778417827
160060.953125,162774.015625,157940.078125,172193.125,172853.40625,160032.984375,157489.296875,164968.578125,63922.0,157252.078125,4233164.0,1.260962095540762
159834.203125,162345.765625,158139.359375,172038.890625,171862.125,159953.671875,155954.78125,162463.5625,162510.625,153294.171875,4249830.0,1.2659265132397415
159162.75,161551.015625,157362.5,172130.9375,171349.640625,160083.171875,157158.203125,164870.21875,152436.46875,155094.625,4266496.0,1.2708909309387209
159473.75,162380.15625,158495.5,171085.015625,171831.21875,159983.09375,157090.703125,164955.890625,163226.421875,157422.4375,4283162.0,1.2758553486377002
159754.328125,163329.046875,158236.25,171900.15625,171998.015625,159951.859375,157355.8125,163197.171875,162947.0625,155478.328125,4299828.0,1.2808197663366796
159307.8125,161430.8125,157933.578125,171752.453125,172686.953125,160006.4375,157093.453125,165131.34375,163040.65625,157100.734375,4316494.0,1.285784184035659
159504.96875,160231.28125,157476.234375,172396.328125,172939.6875,159837.1875,153989.9375,164943.265625,163758.828125,157402.53125,4333160.0,1.2907486017346383
159942.953125,159418.703125,156468.21875,171638.6875,172523.015625,160061.5625,157075.140625,164146.015625,164020.25,156450.828125,4349826.0,1.2957130194336177
158729.34375,140040.671875,157572.890625,172355.71875,172752.203125,159852.0625,157606.09375,165087.515625,163569.78125,155545.640625,4366492.0,1.300677437132597
159388.609375,156285.015625,157544.09375,172101.828125,171954.546875,160081.765625,156224.671875,155233.34375,163953.75,156144.875,4383158.0,1.3056418548315765
160144.3125,159979.671875,157670.0,172369.671875,172736.0625,160105.890625,157165.5625,160681.84375,164064.203125,157218.96875,4399824.0,1.3106062725305558
158899.703125,157733.046875,115316.6171875,171623.984375,172765.65625,159989.15625,153234.171875,163856.015625,157465.328125,155141.75,4416490.0,1.3155706902295352
158842.375,158773.78125,157891.34375,172061.1875,172865.953125,159653.609375,157387.890625,165764.265625,154884.125,155696.078125,4433156.0,1.3205351079285146
160101.34375,160309.8125,157554.046875,172225.5,172918.1875,159972.03125,156868.03125,165257.40625,161086.765625,156060.484375,4449822.0,1.325499525627494
160175.703125,164635.8125,157026.1875,171733.125,172228.921875,160020.859375,156402.6875,164547.0,164829.171875,157106.953125,4466488.0,1.3304639433264733
158815.375,161366.5,158064.734375,171939.5625,171242.78125,159679.953125,157202.15625,163687.234375,162248.015625,157010.15625,4483154.0,1.3354283610254527
157788.21875,163154.765625,157789.296875,172156.703125,172917.296875,159864.046875,156795.21875,164880.71875,164225.203125,153858.84375,4499820.0,1.340392778724432
156402.25,161339.4375,159430.78125,157862.421875,171108.9375,159757.75,156872.5,160153.28125,162948.296875,156328.140625,4516486.0,1.3453571964234114
157491.875,164078.046875,158326.953125,171999.78125,172853.5,159903.3125,156908.96875,164718.59375,87410.1484375,156960.578125,4533152.0,1.3503216141223908
159878.21875,164697.671875,157626.796875,171113.953125,170983.15625,159565.15625,156940.859375,162766.5625,80503.921875,154703.21875,4549818.0,1.3552860318213702
160028.6875,163992.15625,157309.734375,171867.828125,172898.640625,160096.734375,158005.796875,165037.375,162592.890625,157053.375,4566484.0,1.3602504495203496
152966.078125,164379.28125,158046.390625,171397.9375,172802.296875,159468.46875,156779.890625,161900.171875,162059.140625,157141.5,4583150.0,1.365214867219329
159547.734375,161610.625,156800.84375,170830.9375,172732.0,160075.25,157116.765625,162161.453125,163106.21875,155189.859375,4599816.0,1.3701792849183083
159144.203125,163172.515625,157932.3125,172039.46875,172933.59375,159767.484375,157127.828125,160008.53125,163136.40625,156826.21875,4616482.0,1.3751437026172877
159809.046875,157761.265625,159080.765625,172315.203125,172132.234375,159609.09375,157310.8125,161822.75,161053.421875,157008.46875,4633148.0,1.3801081203162673
159724.640625,158398.53125,157578.71875,172372.96875,172042.71875,159703.03125,157486.640625,160428.796875,158901.953125,157292.359375,4649814.0,1.3850725380152467
159739.546875,159147.265625,157349.359375,171368.96875,164400.125,159267.953125,157175.59375,164301.203125,164329.359375,157500.046875,4666480.0,1.390036955714226
159622.15625,164193.84375,157480.25,171999.484375,172824.296875,159897.078125,156607.109375,164403.859375,159659.390625,157368.0625,4683146.0,1.3950013734132054
159552.6875,156103.90625,157654.46875,172206.40625,171790.484375,87518.8828125,157824.9375,165293.546875,160559.0,157075.9375,4699812.0,1.3999657911121848
159526.03125,163862.140625,157667.046875,171945.03125,172779.703125,159305.109375,157129.0,163592.34375,162283.640625,156725.140625,4716478.0,1.4049302088111641
159092.328125,158090.3125,155023.21875,172073.421875,172413.3125,159742.015625,156739.6875,162447.859375,164207.53125,156569.96875,4733144.0,1.4098946265101435
159136.78125,157557.0,156141.78125,171339.125,171843.640625,159865.28125,157644.78125,163474.53125,163202.078125,157537.875,4749810.0,1.414859044209123
159537.265625,160242.78125,158558.203125,172703.765625,172545.609375,157966.890625,157145.875,162164.15625,156767.09375,157249.546875,4766476.0,1.4198234619081023
159823.1875,161856.265625,158210.140625,172514.0,172813.21875,153504.6875,157315.640625,161248.46875,162110.796875,156815.28125,4783142.0,1.4247878796070816
159514.0,163071.84375,159266.34375,172172.75,172702.984375,157417.984375,158088.0,160863.734375,162969.375,157313.84375,4799808.0,1.429752297306061
160248.453125,156420.828125,156821.203125,172437.625,172820.265625,158100.859375,157416.765625,163142.3125,160444.1875,157106.984375,4816474.0,1.4347167150050404
159864.015625,157817.5625,158040.671875,171943.234375,172673.46875,159288.0,157334.609375,162215.390625,161108.09375,157061.453125,4833140.0,1.4396811327040198
160115.625,159962.484375,157513.6875,171983.5,172725.625,159242.0,158397.203125,162383.609375,162742.734375,156807.640625,4849806.0,1.4446455504029991
159919.234375,155767.71875,157838.609375,171433.84375,172648.484375,158678.375,157058.890625,162203.765625,158173.53125,157630.734375,4866472.0,1.4496099681019785
159870.515625,160475.21875,155948.828125,171478.375,172685.25,158194.625,158024.46875,159820.8125,163948.5625,156721.859375,4883138.0,1.4545743858009579
159991.453125,161919.53125,157879.25,171299.28125,172577.015625,158446.09375,155618.625,162979.015625,164127.21875,156450.1875,4899804.0,1.4595388034999373
159796.5625,159531.3125,158413.625,171653.9375,172529.65625,157080.5625,154724.546875,159648.875,164743.421875,157381.953125,4916470.0,1.4645032211989166
159988.984375,153817.734375,158641.125,171021.03125,172808.703125,156601.75,155802.171875,162979.140625,162408.171875,157425.453125,4933136.0,1.469467638897896
160002.71875,160600.796875,157896.484375,170442.171875,172091.5625,158763.015625,154959.359375,161938.875,163455.609375,157614.125,4949802.0,1.4744320565968754
160068.859375,157194.109375,157547.84375,172201.6875,172494.953125,158820.296875,156672.703125,165000.828125,156718.9375,156760.703125,4966468.0,1.4793964742958547
159862.34375,163029.625,156562.078125,172486.5625,172593.296875,157887.5625,156365.28125,158840.078125,163862.96875,154746.5,4983134.0,1.4843608919948341
160065.296875,163618.734375,157532.828125,171914.921875,172664.390625,154904.4375,155477.609375,159206.078125,159890.859375,157248.53125,4999800.0,1.4893253096938135
